Título,Precio,Categoría,Fecha de lanzamiento,Descripción
Warrior Escape,"3,99 €*","• Acción, Arcade",07-03-2024,Ayuda a nuestro Guerrero Espacial a escapar de esta nave tocando la pantalla para volar más alto. Mantente alejado de la puerta y no caigas.
Greed: The Mad Scientist,"14,99 €*","• Arcade, Aventura, Estrategia, Puzle",07-03-2024,"Sara busca una cura milagrosa para su hermano enfermo, pero primero deberá desentrañar los oscuros misterios de su propio pasado."
Valiant Hearts: Coming Home,"14,99 €*","• Aventura, Puzle",07-03-2024,"Tras los eventos de Valiant Hearts: The Great War, nuestra historia continúa con caras nuevas y conocidas."
Valiant Hearts: The Collection,"24,99 €*","• Aventura, Puzle",07-03-2024,"Vive toda la historia de Valiant Hearts a lo largo de la Primera Guerra Mundial con el aclamado Valiant Hearts: The Great War y su secuela, Valiant Hearts: Coming Home."
Lost Lands: Historias de la primera Hermandad,"13,99 €*","• Aventura, Puzle",07-03-2024,Una hermandad fuerte solo se forja en las pruebas difíciles.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Trading Simulator,"3,99 €*","• Arcade, Educativo, Entrenamiento, Simulación",07-03-2024,"Trading Simulator es un juego emocionante y educativo que te sumerge en el mundo de los mercados financieros, donde te conviertes en un trader virtual."
Arcade Archives Tank Battalion,"6,99 €*","• Arcade, Disparos (Shooter)",07-03-2024,Guard the HQ with your life!
Eldgear,"19,99 €*","• Aventura, Estrategia, Rol (RPG), Simulación",07-03-2024,Vive una gran aventura como agente de Eldia para sellar las ruinas antiguas.
Top Racer Collection,"19,99 €*","• Arcade, Carreras, Otros",07-03-2024,"Top Racer Collection es el escaparate de la célebre franquicia de juegos de carreras de 16 bits, que incluye Top Racer, Top Racer 2 y Top Racer 3000, además de emocionantes contenidos nuevos y"
Astro Duel 2,"19,99 €*","• Acción, Fiesta, Lucha, Plataformas",07-03-2024,¡Un juego de combate de ciencia ficción que combina peleas de perros espaciales en perspectiva arriba-abajo con acción en plataformas!
Snufkin: La melodía del Valle de los Mumin,"19,99 €*","• Aventura, Estrategia",07-03-2024,Acompaña a Snufkin en esta aventura musical que contiene fantásticas historias. ¡Devuelve el equilibrio y la armonía al Valle de los Mumin!
Matches Puzzle 2: Classic Logic Arcade,"9,99 €4,99 €*","• Educativo, Puzle, Tablero",07-03-2024,"¡Un rompecabezas con cerillas es un verdadero entrenamiento para la lógica, la inteligencia y el pensamiento creativo!"
Drone Racer: Fly Stunt Simulator,"9,99 €*","• Acción, Arcade, Deportes, Simulación",07-03-2024,¡Pilota un avión controlado por radio y prepárate para carreras de drones de alta velocidad en este realista simulador de drones voladores!
New Star GP,"27,79 €*","• Arcade, Carreras, Deportes, Simulación",07-03-2024,Prende los motores para vivir la experiencia de carreras retro definitiva
Become The Wild,"8,99 €*","• Acción, Aventura, Rol (RPG), Simulación",07-03-2024,Sobrevive en el desierto y conviértete en el desierto.
Rage Quit Bundle,"9,99 €*","• Aventura, Otros, Plataformas",06-03-2024,Hellstuck: Rage With Your Friends Get ready to feel the pain! Hellstuck: Rage With Your Friends is a punishing platforming game where you start in the deepest depths of Hell and must escape.
Fortress Defense,"3,99 €*","• Acción, Arcade, Disparos (Shooter), Estrategia",06-03-2024,"Defensa de la Fortaleza es un emocionante juego de estrategia en el que te conviertes en el principal defensor de una poderosa fortaleza, utilizando tanto medios ordinarios como mágicos para repeler los ataques enemigos."
Cube Stack Ultimate,"3,99 €*","• Arcade, Educativo, Entrenamiento, Puzle",06-03-2024,Cube Stack Ultimate es un increíble juego de apilamiento de cubos que proporciona diversión sin fin.
Car VS Cops,"3,99 €*","• Acción, Arcade, Carreras",06-03-2024,¡Sumérgete en el emocionante mundo de las carreras e intrigas en el juego Car VS Cops!
10 Seconds to Win!,"4,99 €*","• Acción, Plataformas, Puzle",06-03-2024,"¡Llega a la meta tan rápido como puedas en una serie de desafíos de plataformas de alta precisión, exigentes pero justos !"
Hex Gambit: Respawned,"14,99 €*","• Acción, Estrategia, Fiesta, Tablero",06-03-2024,"Hex Gambit: Respawned es un juego de mesa digital, competitivo y peculiar para 1-4 jugadores. Se aprende fácil, pero ¡lo difícil es parar!"
Hellstuck: Rage With Your Friends,"6,99 €*","• Aventura, Otros, Plataformas",06-03-2024,Get ready to rage with your friends in this co-op precise platforming adventure! You're stuck in Hell. You can only jump upwards and all you have to do is escape.
Berserk Boy,"19,61 €*","• Acción, Arcade, Aventura, Plataformas",06-03-2024,"¡Go Berserk! mientras te transformas en diferentes formas y utilizas el poder del rayo, el fuego, el hielo, el aire y la tierra para salvar el planeta del malvado Dr. Genos."
Diamond Hands: To The Moon,"6,99 €*","• Aventura, Otros, Plataformas",06-03-2024,A game with one objective - to get to the moon. As frustrating as stock market manipulation.
Cat and Ghostly Road,"9,99 €*","• Aventura, Puzle",06-03-2024,Una aventura point-and-click atmosférica en la que juegas como un sabio gato blanco.
ELDRADOR® CREATURES SHADOWFALL,"39,99 €*","• Acción, Estrategia, Lucha",06-03-2024,Salva Eldrador de la amenaza sombría mediante combates estratégicos por turnos.
Kong Hero!,"3,99 €*","• Acción, Aventura, Disparos (Shooter), Plataformas",05-03-2024,Kong Hero! - es un interesante juego de plataformas en el que el héroe lucha con los enemigos.
Fantasy Tower Defense Ultimate,"3,99 €*","• Acción, Aventura, Disparos (Shooter), Estrategia",05-03-2024,"Fantasy Tower Defense Ultimate - un juego emocionante en el que los jugadores se sumergirán en un mundo de aventuras, lleno de misterios y peligros."
Hexa Puzzle Block,"3,99 €*","• Arcade, Educativo, Entrenamiento, Puzle",05-03-2024,Heхa Puzzle Block es un rompecabezas cautivador que impresionará a todos los amantes de los juegos de lógica y los acertijos.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Emergency Call - The Attack Squad,"29,99 €*","• Acción, Aventura, Puzle, Simulación",05-03-2024,Rescate. Extinguir. Proteger.
Highway Getaway: ZigZag Blocky Car,"3,99 €*","• Acción, Arcade, Carreras",05-03-2024,Highway Getaway: ZigZag Blocky Car es un juego sencillo de correr infinitamente donde debes recolectar dinero y avanzar lo más lejos posible con tu camión.
Mediterranea Inferno,"9,99 €*","• Aventura, Otros",05-03-2024,"Un retiro de verano en Italia se convierte en algo siniestro... Descubre una traicionera novela visual sobre la amistad, el deseo y el dolor."
Expeditions: A MudRunner Game,"49,99 €*",• Simulación,05-03-2024,¡Embárcate en expediciones científicas con este juego de aventura todoterreno!
Plumber's Don't Wear Ties: Definitive Edition,"19,99 €*","• Aventura, Otros",05-03-2024,"Greed, lust, spirituality, white-knuckle chases, shameful propositions, a nun, humor, true love, jaded love, jealousy, taut action, comedy, a bad guy, a good guy, a hero, spine-tingling suspense, a hot babe, brazen bravado, a damsel in distress, and"
Focus Tower,"5,59 €*","• Arcade, Aventura, Plataformas, Puzle",04-03-2024,Are you brave enough to climb the Focus Tower?
Pony World - Color by Numbers & Animal Golf - Battle Race Bundle,"14,98 €*","• Carreras, Deportes, Estilo de vida, Puzle",03-03-2024,¡Colorea tu camino a través del encantador Mundo de los Ponis! + ¡Lindo juego de carreras de golf con batallas de animales!
Crazy Goose Simulator,"12,99 €*","• Estrategia, Fiesta, Rol (RPG), Simulación",03-03-2024,"Unleash your inner mischief, experience chaos. Roam quirky environments, honk at humans, and wreak havoc. Solve puzzles and earn achievements."
Taser Gun,"0,99 €*","• Acción, Acción en primera persona (FPS), Arcade, Disparos (Shooter)",02-03-2024,Take out the enemies with the taser gun
Pool Together 2,"4,99 €*","• Acción, Deportes, Fiesta",02-03-2024,"Leave it all behind, kick back, and chill in Pool Together 2!"
Gravityscape DX,"2,99 €*","• Acción, Arcade, Fiesta",02-03-2024,Domina el Desafío Cósmico: ¿Puedes escapar del asedio extraterrestre?
Buggy Race - Racing Master,"11,99 €*","• Acción, Carreras, Disparos (Shooter), Simulación",02-03-2024,Get ready for intense buggy races packed with action and excitement!
Jigsaw Kids 1,"19,99 €*","• Educativo, Entrenamiento, Puzle, Tablero",01-03-2024,"Solve 45 beautiful puzzles of kids going on incredible adventures like walking on the moon, flying spaceships or riding dragons!"
DIY Fashion Star,"7,99 €0,99 €*","• Estilo de vida, Otros, Simulación",01-03-2024,Refresh your wardrobe with stylish DIY projects and put your clothing design skills to the test!
Jigsaw Zoo,"19,99 €*","• Educativo, Entrenamiento, Puzle, Tablero",01-03-2024,Solve 45 beautiful puzzles of funny animals in the zoo
Chimp Quest: Spirit Isle,"9,99 €2,99 €*","• Estrategia, Simulación",01-03-2024,Experimenta una aventura conmovedora
Cricket Through the Ages,"7,99 €*","• Arcade, Deportes, Otros",01-03-2024,Historia a través del críquet
One More Dungeon 2,"14,99 €*","• Acción, Acción en primera persona (FPS), Disparos (Shooter), Rol (RPG)",01-03-2024,¿Podrás con una mazmorra más?
Ufouria 2: The Saga,"24,99 €*","• Aventura, Plataformas",01-03-2024,Desmádrate por el suave y mullido mundo afelpado que recrea Ufouria con tu equipo de confianza en este juego de acción lateral basado en la exploración.
Helicopter Simulator : RESCUE SIM,"12,99 €*","• Arcade, Aventura, Educativo, Simulación",01-03-2024,"Unleash your pilot instincts, soar through island skies: challenge yourself, complete missions!"
Virus Rush,"7,99 €0,99 €*","• Acción, Arcade, Disparos (Shooter)",01-03-2024,¡Un desafío contagioso en un mundo microscópico!
The Jackbox Party Quintpack 2.0,"119,99 €*","• Comunicación, Fiesta, Tablero",29-02-2024,"¡Al tener 25 populares juegos de fiesta de los Jackbox Party Packs 6-10, los hay para todos los gustos!"
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,"9,99 €*","• Acción, Aventura, Música, Plataformas",29-02-2024,"""One of the finest music games ever made"" -IGN"
Anime Girls: Sun of a Beach,"7,99 €1,59 €*","• Acción, Arcade, Disparos (Shooter)",29-02-2024,"¡Calientes chicas de la playa luchan contra monstruos parecidos a cangrejos! Elige tu chica anime, equípate y defiende las costas disparando cangrejos en batallas épicas."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Arcade Archives WAR OF AERO,"6,99 €*","• Arcade, Disparos (Shooter)",29-02-2024,Can you stop this MEIOU project!!
Wargroove + Wargroove 2 Bundle,"32,84 €*",• Estrategia,29-02-2024,¡Una reinvención moderna de los juegos tácticos por turnos de estilo retro!
XELAN FORCE,"9,00 €*","• Acción, Arcade, Disparos (Shooter)",29-02-2024,"This 8-bit style side-scrolling shooting game features limited sound, limited colors, and as few modern gaming references as was possible."
100 Puertas: Escapar de Cárcel,"8,99 €*","• Aventura, Otros, Puzle",29-02-2024,¡Logra escapar de la prisión en el juego de 100 puertas juegos de escape!
Jigsaw Masterpieces 2,"1,99 €*","• Educativo, Otros, Puzle, Tablero",29-02-2024,"Endless fun! Advanced Jigsaw Puzzles! Animals, landscapes, paintings and moving images... Jigsaw Masterpieces 2 brings the world to life!"
Spot The Difference Fantasy Edition,"8,99 €1,79 €*","• Arcade, Fiesta, Puzle",29-02-2024,"Introducing Spot The Difference Fantasy Edition, brought to you by the original creators of the globally renowned Spot The Difference amusement machine game."
So Much Stuff 2 Collector's Edition,"9,99 €2,99 €*","• Puzle, Tablero",29-02-2024,¡Muchas más cosas para encontrar en este juego!
Lost & Found Agency Collector's Edition,"14,99 €4,49 €*","• Aventura, Puzle",29-02-2024,Resuelve el misterio de las antigüedades desaparecidas.
Hentai Girls: Sweet Doctor,"5,99 €1,99 €*","• Acción, Otros, Puzle, Uso práctico",29-02-2024,¡Conoce a más de 30 atractivas chicas de anime en este rompecabezas relajante!
Full of Crap,"9,90 €*","• Fiesta, Tablero",29-02-2024,Oh. My feces got mixed in with the curry. But I'm very hungry... Let's just finish the curry and eat it!
KASHIDO,"9,90 €*","• Fiesta, Tablero",29-02-2024,A masterpiece board game on the theme of Japanese sweets!
Matsukeke BURST!,"4,31 €*","• Acción, Aventura, Otros, Puzle",29-02-2024,"Just spin, connect, and erase! A new type of puzzle with simple rules and a new sensation."
The Little Mermaid: Princess of the Underwater Kingdoms,"4,90 €*","• Aventura, Educativo, Música",29-02-2024,"Ariel regresa en una nueva historia, embarcándose en una heroica misión para salvaguardar el reino de Tritón, enfrentándose a desafíos sin precedentes."
Mommy's Warm Hot Spring ～ぽかぽかママ恋温泉～,"15,90 €*","• Aventura, Simulación",29-02-2024,"""I'm the one who discovered the hot spring. Let's enjoy this together."" Refresh your daily fatigue with a soothing hot spring!"
Beauties Unveiled 2,"19,99 €*","• Arcade, Fiesta, Puzle",29-02-2024,"Beauties Unveiled 2 es la continuación del fascinante viaje de la Parte 1, que combina la emoción familiar de los juegos de arcade clásicos con arte inspirado en el manga y el hentai."
Cavern of Dreams,"12,79 €*","• Acción, Aventura, Plataformas, Puzle",29-02-2024,Cavern of Dreams es un juego de plataformas en 3D surrealista con elementos de collectathon.
Take It Racing 2,"4,99 €*","• Carreras, Estrategia, Simulación",29-02-2024,"Pseudo-racing game for a retro console. Win races, buy cars, level up!"
Anglerfish,"9,99 €*","• Acción, Aventura, Lucha, Puzle",29-02-2024,"Embárcate en una aventura épica con tu escopeta, ingenio y un estómago fuerte para la exploración perturbadora. El juego sólo salva cuando mueres."
Time Trap: Hidden Objects,"14,99 €*","• Aventura, Puzle",29-02-2024,Desvela el misterio de un periodista desaparecido investigando una zona apocalíptica llena de anomalías y peligrosos secretos.
Cape’s Escape Game 7th Room,"9,27 €2,87 €*","• Aventura, Puzle",29-02-2024,Solve the mystery and escape from the room
Tamarak Trail,"14,99 €*","• Aventura, Estrategia, Rol (RPG), Tablero",29-02-2024,Una presencia malévola corrompió el Sendero y de ti depende detenerla.
Freddi Fish and the Case of the Missing Kelp Seeds,"14,99 €*","• Aventura, Educativo",29-02-2024,Grandma Grouper's kelp seeds are missing and without them all of the sea creatures will go hungry!
Another Bar Game,"4,99 €*","• Acción, Arcade, Simulación",29-02-2024,Become the most popular bartender in town
"Of the Red, the Light, and the Ayakashi Tsuzuri","45,97 €*",• Aventura,29-02-2024,"A modern Japanese-style fantasy story involving Yue, a young boy born and raised at a shrine, and his friendship with the ""Ayakashi"" spirits."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Looking Up I See Only A Ceiling,"2,99 €*","• Acción, Aventura, Puzle, Rol (RPG)",29-02-2024,Una breve aventura psicológica sobre una chica estresada que quiere explorar su desván.
Desktop BaseBall 2,"9,80 €*","• Acción, Arcade, Deportes, Fiesta",29-02-2024,¡Prepárate para una experiencia de béisbol completamente nueva y mejorada! ¡Forma un equipo original como ningún otro!
We Need to Go Deeper,"19,99 €*","• Aventura, Estrategia, Fiesta",29-02-2024,"SUMÉRGETE. EXPLORA. MUERE. Tripula un submarino con tus amigos en We Need To Go Deeper, un roguelike subacuático cooperativo para disfrutar entre 2 y 4 jugadores. Está ambient"
OLLLO,"8,00 €*","• Acción, Puzle",29-02-2024,Manipulate space and open the way!
A Void Hope,"15,99 €*","• Aventura, Plataformas",29-02-2024,Emprende un viaje a través de una ciudad hostil e implacable
Escape Game The Old Folk House,"8,99 €*",• Puzle,29-02-2024,Visite una casa tradicional en un pueblo de montana. Me dormi junto a la chimenea...... Me desperte y me encontre con una situacion increible......！？
PICROSS S+,"4,99 €*","• Educativo, Estrategia, Puzle",29-02-2024,"¡Ya está aquí el último juego de la serie ""Picross S"", donde podrás jugar a los puzles de la serie ""Picross e""!"
The Lost Ashford Ring,"14,99 €*","• Aventura, Puzle",29-02-2024,Una cautivadora aventura de objetos ocultos ambientada en el encantador mundo de la Inglaterra victoriana.
Heavenly Bodies,"19,99 €*","• Acción, Aventura, Simulación",2024,"Un juego sobre astronautas, sobre el cuerpo y sobre la ausencia de gravedad."
Pecaminosa - A Deadly Hand,"9,99 €*","• Acción, Aventura, Otros, Rol (RPG)",28-02-2024,"Pecaminosa es un Police Action RPG pixel art, en el que encarnarás a un detective en el caso más extraño de su carrera."
Dead End City,"14,99 €*","• Acción, Arcade, Disparos (Shooter)",28-02-2024,¡Ábrete camino a disparos por parajes posapocalípticos al estilo de los shoot'em up clásicos!
STAR WARS™: Dark Forces Remaster,"28,99 €*","• Acción, Acción en primera persona (FPS), Aventura, Disparos (Shooter)",28-02-2024,"Star Wars™: Dark Forces Remaster con esta versión completamente remasterizada con KEX, su motor gráfico propietario."
TRUDOGRAD,"22,99 €*","• Aventura, Estrategia, Otros, Rol (RPG)",27-02-2024,"Explore, Fight, Survive"
Sympathy Kiss,"49,99 €*",• Otros,27-02-2024,¡Combina placer y negocios en un emocionante drama romántico de oficina centrado en el día a día!
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,"59,99 €*",• Rol (RPG),27-02-2024,"Rise, and rise again. Take Shiren to new heights."
Gleylancer and Gynoug: Classic Shmups Pack,"10,99 €*","• Acción, Arcade, Disparos (Shooter)",27-02-2024,~ Gleylancer + Gynoug ~
Spear Master,"9,99 €*","• Acción, Arcade, Puzle",27-02-2024,Eres el hijo de un valeroso héroe. Ha llegado la hora de que protejas al mundo de un mal ancestral.
Piczle Cross: Story of Seasons,"9,99 €*","• Arcade, Entrenamiento, Puzle, Simulación",27-02-2024,¡Piczle se une a Story of Seasons con más de 350 nonogramas de la querida serie de juegos de granja!
Hike Adventures,"7,99 €*","• Arcade, Aventura, Otros, Plataformas",26-02-2024,Embark on a leisurely journey through enchanting places of peace and discovery. Immerse yourself in the beauty of nature.
Pocket Fishing,"12,99 €*","• Otros, Simulación",26-02-2024,Dive into a Relaxing and Thrilling Fishing Adventure!
Kings Odyssey: Rise of The Necromancer,"4,99 €*","• Estrategia, Otros, Rol (RPG)",25-02-2024,Seize your crown and forge your legacy in the siege against the shadows — where the fate of Ravenglade lies in your hands.
Lion Simulator Survival: RPG Animal Battle,"12,99 €*","• Acción, Aventura, Estrategia, Simulación",25-02-2024,"Roar through the savannah, hunt prey, and lead your pride in Lion Simulator Survival—an immersive RPG animal battle experience."
Twisty Pals,"0,99 €*","• Acción, Arcade, Estrategia, Plataformas",24-02-2024,Twist and spin really fast!
Kings Odyssey: Dwarves Tale,"4,99 €*","• Estrategia, Otros, Rol (RPG)",24-02-2024,"Unearth the secrets of the deep and forge your legacy in 'King's Odyssey: Dwarves' Tale,' where every hammer strike tells a story of bravery and brotherhood."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
THE BIKE - MOTO RIDE SIMULATOR,"11,99 €0,99 €*","• Acción, Carreras, Deportes, Simulación",24-02-2024,Rev up your adventure.Experience the thrill of the open road in the ultimate motorcycle escapade.
The Tales of Bayun,"6,99 €*","• Aventura, Otros, Rol (RPG), Tablero",23-02-2024,Un mundo único basado en cuentos de hadas y leyendas. Historias fascinantes con giros inesperados en la trama. Personajes auténticos con sus propios secretos y motivaciones.
Dino Race – Dinosaur Ride Ranch,"12,99 €*","• Acción, Carreras, Rol (RPG), Simulación",23-02-2024,"Unleash the Jurassic speed, conquer challenges, and race to triumph in this epic, adrenaline-fueled adventure."
Promenade,"24,99 €*","• Acción, Plataformas",23-02-2024,"Aventúrate en este mundo lleno de secretos junto a un simpático pulpo. ¡Explora mazmorras, resuelve puzles y corre en este juego de plataformas 2D!"
Truck Sim 2024,"9,99 €*","• Acción, Simulación",23-02-2024,"Are you ready to rev your engines, hit the road, and make your mark in the world of trucking?"
Wira & Taksa: Against the Master of Gravity,"16,99 €*","• Aventura, Lucha, Puzle",23-02-2024,¡Conviértete en un maestro de la gravedad!
Unlife,"10,99 €*","• Acción, Aventura, Plataformas",23-02-2024,Encuentra la salvación en este horripilante caos postapocalíptico
Kings Odyssey,"4,99 €*","• Estrategia, Otros, Rol (RPG)",23-02-2024,"Ascend the throne and weave your tale of magic, power, and intrigue where your royal decree shapes the destiny of a kingdom."
Woodturning 3D,"4,99 €0,99 €*","• Aventura, Estilo de vida, Estrategia, Simulación",23-02-2024,Carve your way to brilliance! Unleash your inner carpenter and shape incredible wooden sculptures!
The jump guys,"12,99 €7,79 €*","• Arcade, Fiesta, Plataformas",23-02-2024,Un plataformas basado en la física. 40 niveles que pasar. 12 arenas de combate. Juega con amigos en multijugador local o en línea para hasta 4 jugadores
Hentai: Make Love Not War 2,"2,20 €*","• Otros, Puzle",23-02-2024,¡La tan esperada secuela del exitoso juego que se puede jugar con una sola mano!
Quick Golf,"2,99 €0,99 €*","• Arcade, Deportes, Puzle",23-02-2024,¡Dale un buen swing y disfruta con la aventura del golf!
Inkulinati,"24,99 €*","• Aventura, Estrategia",22-02-2024,Domina las posibilidades de la tinta viviente
Apex Heroines,"22,80 €*","• Acción, Arcade, Aventura, Rol (RPG)",22-02-2024,¡FHD+60FPS! ¡3D Hack & Slash y 3D Beat'em Up! Disfruta de las batallas rápidas y emocionantes y no podrás detener la descarga de adrenalina. Fácil de jugar pero difícil de dominar.
Geometric Sniper Z,"3,99 €1,49 €*","• Acción, Acción en primera persona (FPS), Arcade, Aventura",22-02-2024,"Un mundo en blanco y negro, miles de zombis y un francotirador para matarlos."
EGGCONSOLE HYDLIDE3 PC-8801mkIISR,"5,59 €*","• Acción, Rol (RPG)",22-02-2024,"The concluding chapter of the Hydlide series. Can you, as an adventurer, once again save Fairyland?"
Pentiment,"19,99 €*","• Aventura, Puzle",22-02-2024,El arte imita a la muerte
Make it! Taiyaki,"3,00 €*","• Arcade, Comunicación, Fiesta, Puzle",22-02-2024,Es hora de un desafío de hacer taiyaki! ¿Puedes dominar este dulce tradicional japonés? ¡Haz tantos como puedas!
Squirrel Stapler,"6,62 €*","• Acción en primera persona (FPS), Aventura, Disparos (Shooter)",22-02-2024,"Originally created as part of The Dread X Collection II, Squirrel Stapler is a short (less than an hour long) horror hunting simulator that satirizes low budget edutainment games with pitch black humor and panic-inducing absurdist horror."
Toy Rider,"9,99 €*","• Acción, Arcade, Carreras, Simulación",22-02-2024,"Toy Rider es un juego de carreras con muchos potenciadores, autos, niveles y más. La configuración Miniature Open World Racing lo convierte en un juego de carreras único."
Aery - Stone Age,"9,99 €*","• Aventura, Estilo de vida, Otros, Simulación",22-02-2024,Juegas como un pequeño espíritu volador que observa cómo evoluciona la humanidad en sus primeros estados.
Quadroids,"11,99 €*","• Arcade, Plataformas, Puzle",22-02-2024,QUADROIDS ES UN JUEGO DE PLATAFORMAS Y ROMPECABEZAS QUE TE PERMITE CONTROLAR 4 PANTALLAS SIMULTÁNEAMENTE.
502's Arcade,"9,99 €*","• Acción, Arcade, Plataformas, Puzle",22-02-2024,502's Arcade es una antología de juegos arcade rápidos en donde tu meta es alcanzar la cima de las tablas de marcadores en cada uno.
LUNARiA -Virtualized Moonchild-,"24,99 €*","• Aventura, Otros",22-02-2024,"Racing beside you, hoping for a miracle... A love story spanning the 384,400 kilometers between the ""real"" Earth and the ""virtual"" moon!"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Yohane the Parhelion - NUMAZU in the MIRAGE -,"29,99 €*","• Estrategia, Rol (RPG)",22-02-2024,¡Una luz pícaro de construcción de mazos con cartas mágicas! ¡Otra historia de Yohane está aquí!
Escape First Alchemist,"7,99 €5,19 €*","• Acción en primera persona (FPS), Aventura, Puzle",22-02-2024,"First-person adventure game, playable solo or co-op with up to 4 people. Solve riddles of a reclusive alchemist that trapped you in his workshop."
Towers Watch,"11,99 €*","• Acción, Aventura, Estrategia",22-02-2024,"In a realm where magic and medieval warfare collide, embark on an epic journey to defend the kingdom of Eldoria in ""Tower's Watch,"" a thrilling fantasy medieval tower defense game."
TROM,"3,99 €*","• Acción, Arcade, Aventura, Puzle",22-02-2024,¿Podrás guiar a estos dos robots a través de complejos rompecabezas llenos de trampas? No será fácil superar los 42 niveles que les separan de la libertad.
Japan Train Models - JR Kyushu Edition,"13,79 €*","• Educativo, Puzle, Simulación",22-02-2024,"Japan Train Models second installment features trains from JR Kyushu! Build, view, and run realistic reproductions of trains!"
SpongeBob SquarePants: Bundle,"69,99 €*",• Plataformas,22-02-2024,"SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated: ¿Estáis listos, chicos? El clásico de culto ha vuelto, recreado respetando el esplendor esponjoso del original."
Arcade Archives JUNGLER,"6,99 €*","• Acción, Arcade",22-02-2024,Use shots and strawberries to defeat the wandering enemies!
Little Red Riding Hood: Wonder Animals Vol.2,"4,99 €*","• Aventura, Educativo, Música",22-02-2024,"Después de salvar el bosque encantado, Caperucita Roja y sus amigos se enfrentan a la malvada bruja."
Membal,"10,99 €*","• Aventura, Educativo, Entrenamiento, Simulación",22-02-2024,¡Construye tu pueblo mientras ejercitas la memoria! Invita a más de 140 adorables animales a Membal y disfruta de 20+ minijuegos para entrenar tu mente.
Nyaaaanvy,"9,99 €*","• Acción, Fiesta, Lucha",22-02-2024,A cat-like creature takes down the rivals with its butt! Massive Butt Wrestling game!
Pixel Game Maker Series CAT AND CASTLE,"4,99 €*","• Acción, Arcade, Aventura",22-02-2024,2D action game for cat lovers! The main character is the cat Moi.
Chop Goblins,"4,99 €*","• Acción, Acción en primera persona (FPS), Aventura, Disparos (Shooter)",22-02-2024,A bitesized shooter about CHOP GOBLINS!
Penny's Big Breakaway,"29,99 €*","• Aventura, Plataformas",21-02-2024,"Preparados, listos... ¡yoyó!"
Bandle Tale: A League of Legends Story,"A partir de: 24,99 €*","• Rol (RPG), Simulación",21-02-2024,Una pequeña criatura yordle y un problema descomunal
Pocket Card Jockey: Ride On!,"15,00 €*","• Carreras, Deportes, Puzle, Tablero",21-02-2024,¡Galopa al son del solitario!
Metro Simulator 2,"14,99 €*","• Carreras, Otros, Simulación, Uso práctico",21-02-2024,Metro Simulator 2 is a unique game featuring recreated Moscow Metro and realistic train controls.
A Time Traveller's Guide To Past Delicacies,"4,99 €*","• Aventura, Otros, Simulación",21-02-2024,Un breve juego sobre un viajero del tiempo ficticio que saquea el pasado para robar recetas.
Tenderfoot Tactics,"14,79 €*","• Aventura, Estrategia, Rol (RPG)",21-02-2024,"Un grupo de duendes, con magia otorgada por los espíritus, explora el archipélago, luchando contra la terrible Niebla. Usa el poder elemental con grandes repercusiones en este RPG táctico"
Froggie - A Retro Platformer,"4,99 €*","• Acción, Plataformas, Puzle",21-02-2024,¡Salta y brinca hacia la victoria en un estilo de pixel art minimalista!
Geometry Survivor,"4,99 €*","• Acción, Arcade",21-02-2024,Geometry Survivor (Sobrevivir a la geometría) es un juego de supervivencia tipo mazmorras en el que luchas contra oleadas de enemigos.
qomp 2,"19,99 €*","• Arcade, Aventura, Puzle",20-02-2024,Una reinvención artística de Pong.
Balatro,"13,99 €*","• Estrategia, Simulación",20-02-2024,Balandro es un constructor de mazos roguelike basado en el póker donde deberás crear potentes sinergias y ganar a lo grande.
Hopping Bunny,"0,99 €*","• Arcade, Plataformas, Puzle",20-02-2024,"Hopping Bunny, This rabbit needs to jump and overcome the obstacles that are dangerous for him, Do you want to help him? But you need to collect the Keys to pass the level. When you jump, you can stop time!"
Little Red Riding Hood: Wonder Animals,"4,99 €*","• Aventura, Educativo, Música",20-02-2024,"¿Qué pasó después de su encuentro con el lobo? Conoce a la nueva guardiána del bosque, enfrentando desafíos y misterios acompañada de sus mejores amigos."
