Título,Precio,Categoría,Fecha de lanzamiento,Descripción
Mixolumia,"15,00 €*","• Acción, Arcade, Música, Puzle",25-08-2022,♪ x (◇ + ◇ + ◇ + ◇) = °˖✧◝(⁰▿⁰)◜✧˖°
Moorhuhn X - Crazy Chicken X,"6,99 €*","• Acción, Acción en primera persona (FPS), Disparos (Shooter), Plataformas",25-08-2022,"¡Los pollos andan sueltos! Escondidos, corriendo, pescando y volando: ¡están por todas partes! Depende de ti y de tu puntería salvar la granja."
The Viking's Games: Madness Fight,"4,89 €*","• Acción, Arcade, Lucha",25-08-2022,"The Viking's Games: Madness Fight es un juego de lucha para 2 jugadores, en el que mueves los brazos a lo loco para intentar golpear a tu oponente y ganar la pelea."
Pixel Game Maker Series ClaM KNight,"5,79 €*","• Acción, Arcade, Puzle",25-08-2022,"Mop to clean up, here comes the mind-boggling puzzle game!"
Super Gravity Ball,"9,99 €*","• Arcade, Estrategia, Plataformas, Puzle",25-08-2022,La Pelota De Súper Gravedad es un juego de plataformas de rompecabezas por gravedad que se desarrolla en una galaxia en expansión entre los confines del universo.
Pillar Builder Puzzle,"9,99 €4,99 €*","• Arcade, Aventura, Puzle, Tablero",25-08-2022,¡Construye la torre más alta del mundo en este rompecabezas de bloques con física real!
Beach Boys: You and Me,"3,99 €*","• Acción, Arcade, Puzle",25-08-2022,Conquista el corazón del chico de tu sueños demostrando que puede confiar ciegamente en ti. Responde rápidamente las preguntas sin equivocarte. Solo así ganarás su corazón.
Arcade Archives Super Volleyball,"6,99 €*","• Arcade, Deportes",25-08-2022,"Take the world in your own hands! Authentic, realistic volleyball!"
Fashion Girls,"4,99 €*","• Estilo de vida, Puzle, Simulación",25-08-2022,Fashion Girls & Super Puzzler in one game!
Modern War: Tank Battle,"16,99 €*","• Acción, Acción en primera persona (FPS), Arcade, Disparos (Shooter)",25-08-2022,Tank game to participate in the famous battle of Modern War! Win the battle and strengthen your own tank! Destroy enemies with friendly tanks!
Blossom's Bloom Boutique,"4,99 €*","• Aventura, Estrategia, Puzle",25-08-2022,¡Abre tu floristería y crea un hermoso paisaje ajardinado que haga las delicias de todo el mundo que lo visite!
I Was a Teenage Exocolonist,"23,99 €*","• Estrategia, Rol (RPG), Simulación",25-08-2022,Cada elección te transforma
Red Escape Bundle,"6,97 €1,25 €*","• Acción, Arcade, Plataformas, Puzle",25-08-2022,Three escape games in one bundle !
WorldWide FlightSimulator,"14,99 €*","• Acción, Carreras, Deportes, Simulación",25-08-2022,"¿Alguna vez has soñado con explorar el mundo desde miles de metros de altura? Entonces, ¡despega con WorldWide FlightSimulator y experimenta una libertad sin límites!"
HAAK,"18,39 €*","• Acción, Aventura, Puzle, Rol (RPG)",25-08-2022,"HAAK is a Metroidvania-inspired action-platformer, allowing you to explore the apocalyptic wasteland."
Forest Camp Story,"13,00 €*","• Aventura, Estrategia, Rol (RPG), Simulación",25-08-2022,Crea y personaliza tu campamento en un cautivador juego de simulación pixelado.
Criminal Expert,"9,99 €1,99 €*","• Aventura, Estrategia, Simulación",25-08-2022,Una mujer aparece desorientada en una carretera forestal en circunstancias inexplicables y es encontrada por un conductor que circulaba por el lugar.
The Bonfire: Forsaken Lands,"7,99 €*","• Arcade, Estrategia, Simulación",25-08-2022,Construir descubrir combinar y sobrevivir.
ALIEN WAR,"3,99 €*","• Acción, Arcade",25-08-2022,Defeat alien fighters with the ultimate surface-to-air weapon KPO9!
Juego de escape y juego de búsqueda de cartas R01M,"0,99 €*","• Aventura, Puzle",25-08-2022,Explora el espacio 3D y escapa También puedes jugar un juego para encontrar cartas como bonificación.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Hidden Shapes: Black Skull + Old West,"3,99 €*","• Estilo de vida, Estrategia, Puzle, Tablero",25-08-2022,"¡Vuelve Formas Ocultas! Inspírate, relájate y diviértete con Black Skull + Old West"
Enduring Mountain,"5,99 €*","• Acción, Arcade, Aventura, Plataformas",25-08-2022,
An Airport for Aliens Currently Run by Dogs,"16,99 €*","• Aventura, Educativo, Puzle, Rol (RPG)",25-08-2022,¡Viaja por seis centros de tránsito del mundo abierto! ¡Acaricia a los perros en cualquier momento con un número infinito de manos!
Cannon Fodder and Green Game Bundle,"11,99 €*","• Acción, Arcade, Estrategia, Plataformas",24-08-2022,
Kid Ball Adventure,"4,99 €*","• Acción, Plataformas, Puzle",24-08-2022,¡Rebota a lo largo de 100 habitaciones repletas de peligrosas trampas e insidiosos enemigos para salvar a tu amor perdido!
Blob Quest,"4,99 €*","• Arcade, Plataformas",24-08-2022,"Guía a tu Blob a través de varios niveles en esta aventura llena de peligros, tesoros y monstruosos enemigos. Tendrás que resolver muchos rompecabezas y demostrar tus habilidades para tener éxito."
Islets,"19,50 €*","• Acción, Aventura, Plataformas",24-08-2022,
Yars: Recharged,"8,99 €*","• Acción, Arcade, Disparos (Shooter)",23-08-2022,"Dispara desde lejos o mordisquea de cerca y personalmente en una reposición del título clásico de Atari de 1982, Yars' Revenge."
RITE,"5,69 €*","• Acción, Arcade, Aventura, Plataformas",23-08-2022,"RITE is a high-speed precision platformer where you must conquer a series of demanding trials, a rite of passage for every Nim."
Are You Smarter than a 5th Grader?,"29,99 €*","• Educativo, Fiesta, Otros",23-08-2022,Demuestra cuánto sabes aún de la escuela en este entrañable juego de preguntas.
Guns at Dawn: Shooter Arena,"0,00 €*","• Acción, Disparos (Shooter), Rol (RPG)",23-08-2022,¿Podrás sobrevivir en los mortales tiroteos y ser el último pistolero en pie? Coge tu arma y no falles el tiro. ¡Haz que cada bala cuente!
Viki Spotter: Sports,"4,99 €*","• Arcade, Fiesta, Plataformas, Puzle",21-08-2022,"This is a puzzle game, which will bring out all your attentiveness. Carefully compare between yourself identical at first glance pictures and look for the differences."
PROJECT : KNIGHT™ 2 Dusk of Souls,"7,99 €*","• Acción, Arcade, Aventura, Rol (RPG)",19-08-2022,"I see that tall castle in my dreams. It used to be an Island. Now, A tall castle stands surrounded by dark, ominous clouds."
Arenas Of Tanks,"4,99 €*","• Acción, Arcade, Disparos (Shooter)",19-08-2022,Utiliza la habilidad y la estrategia para derrotar a los tanques enemigos y mejorar tu equipo
Strike Buster Prototype,"6,99 €*","• Acción, Arcade, Aventura, Disparos (Shooter)",19-08-2022,"Accumulate combos to wipe out your enemy！that is “STRIKE BUSTER: Prototype”, a new kind of shooting game with unique gameplay."
Spin Path,"0,99 €*","• Acción, Arcade, Aventura, Carreras",19-08-2022,Race the Spinny Path
Lair Land Story,"14,99 €*","• Aventura, Rol (RPG)",19-08-2022,"Cuando Herol encuentra a Chilia, una misteriosa niña mágica, que ha salvado su ciudad devastada por la guerra de la destrucción, parece haber perdido toda la memoria de su hazaña."
Treehouse Riddle,"14,99 €*",• Puzle,18-08-2022,Un cuento de pequeñas memorias que se revelan con acertijos de inspiración y rompecabezas de lógica.
Smash Boats,"11,50 €*","• Acción, Arcade, Deportes, Estrategia",18-08-2022,"¡VAMOS A APLASTAR! ¡Golpea, choca y aplasta a través de extrañas piscinas, enemigos y peligros mientras intentas recolectar estrellas, convertirte en el SMASHER definitivo!"
Secrets of Magic 5: Back to School,"17,99 €*","• Aventura, Estrategia, Puzle",18-08-2022,¡Bienvenidos a una fiesta espeluznante!
Mutropolis,"19,99 €12,99 €*","• Aventura, Puzle",18-08-2022,Una adorable aventura de investigación y ciencia ficción point & click.
Pretty Girls Four Kings Solitaire,"5,99 €*","• Puzle, Tablero",18-08-2022,¡Desafía a tus encantadoras compañeras en este clásico solitario de cartas con intrincadas reglas de cálculo!
Zumba Garden,"2,99 €*","• Acción, Arcade, Disparos (Shooter), Puzle",18-08-2022,Dispara y empareja canicas para proteger tu hermoso jardín contra los malvados gólems.
RPG Time: The Legend of Wright,"29,99 €*","• Acción, Aventura, Rol (RPG)",18-08-2022,¡Es hora de vivir una gran aventura! Cuando termina el cole... ¡comienza RPG Time!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
My Divorce Story,"7,29 €*","• Aventura, Comunicación, Puzle, Rol (RPG)",18-08-2022,"My Divorce Story, creada por una experta abogada de divorcios, y basada en asesoramientos de la vida real, ¡ahora para la Nintendo Switch!"
The Room Two,"8,99 €*","• Aventura, Puzle",18-08-2022,Sigue el rastro de las cartas crípticas del enigmático científico conocido como «AS» y adéntrate en un mundo fascinante de exploración táctil y misterio desafiante.
Dyna Bomb 2,"14,99 €*","• Acción, Arcade, Aventura, Plataformas",18-08-2022,Recompensas de dificultad Modo Cooperativo Batallas de Jefes
Home Deco Puzzles,"3,99 €*","• Educativo, Estilo de vida, Puzle, Tablero",18-08-2022,"Te trae la alegría de construir interiores en miniatura y decorar el hogar mezclados en un juego de rompecabezas. ¡Sencillo, relajante y divertido!"
Romantic Date: The Perfect Boy,"3,99 €*","• Acción, Arcade, Puzle",18-08-2022,"¡Ha llegado el día de la gran cita! La sinceridad y velocidad son fundamentales, porque mentir no es la mejor manera de conquistar el amor."
Hobo: Tough Life,"24,99 €*","• Aventura, Rol (RPG), Simulación",18-08-2022,"Esto es Praslav, una fría ciudad centroeuropea que será incluso más fría en el invierno que está por venir."
Light Fairytale Episode 2,"9,99 €*","• Acción, Aventura, Estrategia, Rol (RPG)",18-08-2022,A turn-based JRPG series featuring a modern presentation with a classic core. Episode 2 resumes the adventure right after last episode's cliffhanger!
Irresistible Mistakes,"28,99 €*",• Aventura,18-08-2022,“I want to see you again tonight”
Thymesia - Cloud Version,"29,99 €*","• Acción, Rol (RPG)",18-08-2022,ESTE JUEGO EMPLEA TECNOLOGÍA DE RETRANSMISIÓN EN LA NUBE. UTILIZA LA VERSIÓN DE PRUEBA GRATUITA ANTES DE COMPRARLO.
Chameneon,"3,99 €*","• Acción, Fiesta, Música, Plataformas",18-08-2022,¡Recorre los senderos de neón en Chameneon!
Japanese Escape Games The Fortress Prison,"8,99 €*",• Puzle,18-08-2022,Investiga varias zonas y resuelve acertijos en una gigantesca prision llamada fortaleza inexpugnable. ?Puedes escapar de la prision?
Webgeon Speedrun Edition,"4,99 €*","• Arcade, Puzle",18-08-2022,
"Drift Horizon Racing, Driving & Parking Trial Simulator Games","24,99 €*","• Aventura, Carreras, Estilo de vida, Simulación",18-08-2022,"Take part in drifting challenges! Tune and upgrade your car, install parts and boost performance! Legendary drifting circuits and maps!"
CrashMetal - Drift Racing Car Driving Simulator 2022 Games,"14,99 €*","• Acción, Arcade, Carreras, Simulación",18-08-2022,Drive legendary sport cars and take part in races! Realistic physics and game mechanics! Tons of new cars to choose from and drive!
Agatha Christie Collection,"29,99 €*","• Aventura, Estrategia, Puzle, Rol (RPG)",18-08-2022,Descubre los juegos de Agatha Christie en este pack exclusivo.
Pipes Puzzle Casual Arcade,"9,99 €*","• Arcade, Otros, Puzle",18-08-2022,¡Conecta todos los bloques de colores en una cadena y derrota a los monstruos-virus!
My Universe Discovery Collection,"79,99 €*","• Arcade, Educativo",18-08-2022,Disfruta de la gama My Universe en este paquete único
Dibujos para Colorear para Adultos,"14,99 €*","• Educativo, Estilo de vida, Puzle, Uso práctico",18-08-2022,"Elige entre una amplia gama de dibujos para colorear y experimenta lo que es colorear a diversos personajes, patrones y objetos. Piérdete en un mundo de color!"
Organic Engine,"0,99 €*","• Puzle, Simulación",18-08-2022,“Organic Engine” is an incremental game where you need to build a biologically advanced mutated organism.
Train Ride Simulator,"9,99 €*","• Arcade, Simulación",18-08-2022,Estás a punto de descubrir una increíble experiencia a través de las vías. Viaja como un auténtico conductor de trenes por las estaciones de California.
Timberman: The Big Adventure,"4,99 €*","• Arcade, Plataformas",18-08-2022,¡Sumérgete en el universo de Timberman! Disfruta del ambiente retro en un juego de plataformas de estilo 2D con una elegante estética pixel art de 16-bit.
Multi Race: Match The Car,"9,99 €3,99 €*","• Acción, Aventura, Carreras",18-08-2022,¿Qué debería usar hoy? ¿Un tanque? ¿O quizá un monster truck? ¿Dónde estamos?
Asterix & Obelix Collection,"49,99 €9,99 €*","• Acción, Arcade, Aventura",18-08-2022,Descubre las aventuras de Astérix y Obélix en este paquete único
Pop. Love. Panic! The OFK Story,"19,99 €*","• Aventura, Estilo de vida, Música",18-08-2022,"Juego musical de la banda OFK: los sueños, el amor y los altos alquileres en LA."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Cursed to Golf,"19,99 €4,99 €*","• Arcade, Deportes, Otros, Puzle",18-08-2022,Eres el Golfista Maldito y te has quedado atrapado en el Purgatorio del Golf después de que un extraño accidente te haya hecho fallar el golpe ganador de un torneo internacional.
Slaycation Paradise,"19,99 €3,99 €*","• Acción, Aventura, Disparos (Shooter), Otros",18-08-2022,¡Acaba con tus preocupaciones con este juego de acción combinado con defensa de torres mientras visitas los escenarios del fin del mundo de tus sueños!
Kirby's Dream Buffet,"14,99 €*","• Fiesta, Plataformas",17-08-2022,¡Participa en carreras para chuparse los dedos en Kirby's Dream Buffet!
Little League World Series Baseball 2022,"49,99 €4,99 €*",• Deportes,17-08-2022,"En Little League World Series Baseball 2022 podrás lanzar, golpear, correr y robar base para alcanzar la gloria en Williamsport y convertirte en campeón World Series de Little League®."
Robo Revenge Squad,"20,00 €*","• Acción, Aventura, Disparos (Shooter)",17-08-2022,"¡Para 1-4 jugadores, en modo local o en línea!"
Hell Blasters,"12,49 €*","• Arcade, Disparos (Shooter)",17-08-2022,Hell won't go away on its own... You must act!
Blossom Tales II: The Minotaur Prince,"12,49 €6,24 €*","• Acción, Aventura, Puzle, Rol (RPG)",16-08-2022,El rey Minotauro ha regresado... ¡y es culpa tuya! Lily volverá a vivir una aventura «clásica» de acción y aventuras siglos después de lo acontecido en The Sleeping King.
Puppy Balloon Ride,"4,39 €*","• Arcade, Aventura, Plataformas, Puzle",15-08-2022,Fly Puppy Home!
Ultimate Sonic Bundle,"79,99 €*","• Acción, Aventura, Carreras, Plataformas",15-08-2022,"Disfruta del universo de Sonic con el Ultimate Sonic Bundle. Tres juegos de acción en uno: un clásico de las plataformas en 2D, una moderna aventura en 3D y un emocionantísimo juego de carreras. Sonic Mania - Celebrando el pasado y futuro."
Team Sonic Racing & Super Monkey Ball: Banana Blitz HD,"59,99 €*","• Acción, Arcade, Carreras, Plataformas",15-08-2022,"Disfruta de dos de los mejores juegos de SEGA: acción ininterrumpida de todo tipo para todas las edades. Super Monkey Ball: Banana Blitz HD - ¡Vive la magia de uno de los títulos más queridos de la saga, ahora remasterizado en HD!"
PunchMan Online,"0,00 €*","• Acción, Fiesta, Lucha",15-08-2022,
Valkyria Chronicles + Valkyria Chronicles 4 Bundle,"59,98 €*",• Rol (RPG),15-08-2022,"Compra el lote y recibe: Valkyria Chronicles Valkyria Chronicles 4 En el continente de Europia del mundo de Valkyria Chronicles, el Imperio y la Federación Atlántica libran la Segunda Guerra de Europia por la ragnita, un valioso material."
Marmoset,"9,99 €0,99 €*","• Aventura, Fiesta, Otros, Plataformas",13-08-2022,"In a world ravaged by World War III, a group of survivors found safety at the top of the trees, only without the resources of the caves the city of Marmoset will not have a future."
Kartoon Racing: Singleplayer Multiplayer Racing,"8,49 €*","• Arcade, Carreras",13-08-2022,
Knight's Castle - Minijuegos medievales para niños pequeños y bebés,"6,99 €*","• Acción, Aventura, Educativo",12-08-2022,¡Una divertida colección de minijuegos que giran en torno a la vida en un castillo medieval! Este juego está dirigido a niños de 2 a 8 años.
Voyage,"14,99 €7,49 €*",• Aventura,12-08-2022,Dos supervivientes viajan en busca de respuestas a los misterios del pasado y para encontrar el camino de vuelta a casa.
Sakura MMO,"9,99 €4,99 €*",• Aventura,12-08-2022,Descubre hermosas y fantásticas mujeres y explora el mundo mágico de un juego
Hero Wheels,"1,00 €*","• Acción, Arcade, Carreras, Lucha",12-08-2022,Race like a true hero!
Break thru the wall,"5,75 €*","• Aventura, Educativo, Puzle",12-08-2022,"Panel slide is future guide In a story full of wall, The simple puzzle game adventure"
Path of Titans,"A partir de: 29,99 €*","• Aventura, Rol (RPG), Simulación",12-08-2022,Path of Titans es un multijugador de supervivencia en el que juegas como dinosaurio en un ecosistema con criaturas de la IA y hasta 200 jugadores más.
Super Bullet Break,"19,99 €*","• Acción, Arcade, Estrategia, Tablero",12-08-2022,"Super Bullet Break es un juego de estrategia y formación de mazos único, con un elenco de personajes tan adorable como colorido, las variopintas ""Bullets""."
Super Glow Puzzle,"5,99 €*",• Puzle,12-08-2022,¡Super Glow Puzzle es EL nuevo y desafiante juego de rompecabezas que es fácil de aprender pero difícil de dominar!
Cyber Protocol Prologue,"0,00 €*","• Arcade, Puzle, Rol (RPG)",12-08-2022,Embárcate en una misión para salvar a Android (G0X6). Cyber Protocol Prologue incluye la Zona A de la experiencia completa de Cyber Protocol.
ALUMNI - Escape Room Adventure,"5,99 €*","• Aventura, Puzle",12-08-2022,"An escape room inspired adventure. Play as a scientist transported back in time to memories of college, trying to escape the nightmare reality."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Arcade Archives GUN & FRONTIER,"6,99 €*","• Arcade, Disparos (Shooter)",12-08-2022,The people of Gloria needed a hero.
Arcade Paradise,"19,99 €*","• Acción, Arcade, Puzle, Simulación",11-08-2022,¡De la pobreza al éxito!
Cult of the Lamb,"A partir de: 24,99 €*","• Acción, Aventura, Estrategia",11-08-2022,"Cult of the Lamb mete a los jugadores en el papel de un cordero poseído, salvado de la aniquilación por un ominoso desconocido, que debe pagar su deuda creando un grupo de fieles seguidores en su nombre."
Pets in Action Bundle,"9,99 €*","• Acción, Aventura, Plataformas, Rol (RPG)",11-08-2022,Pets in Action incluye cuatro LINDOS juegos independientes de QUByte Interactive. ¡Sumérgete en este paquete para enamorarte de todas las mascotas!
Shin chan: Mi verano con el profesor —La semana infinita—,"39,99 €*","• Aventura, Otros, Simulación",11-08-2022,"¡Una nueva aventura de Kazu Ayabe, director de la serie ""Boku no Natsuyasumi""!"
Japanese NEKOSAMA Escape The Sento,"8,99 €*",• Puzle,11-08-2022,"""Los amantes de los gatos deberian visitar el Sento"". Mi amigo me recomendo el Sento. Pero, algo extrano esta sucediendo alli..."
Cat Slide Tiles,"3,99 €1,99 €*","• Estrategia, Puzle, Tablero",11-08-2022,¡Desbloquea un camino para el gatito en Cat Slide Tiles!
Amazing Pets Bundle,"9,99 €*","• Estilo de vida, Estrategia, Puzle, Tablero",11-08-2022,¡Disfruta del Amazing Pets Bundle repleto de 4 lindos juegos llenos de calidez y bienestar!
Last Threshold,"4,99 €*","• Aventura, Estilo de vida, Otros, Puzle",11-08-2022,Sumérgete en un mundo lovecraftiano repleto de horrores y embárcate en una expedición rumbo a lo desconocido en esta novela visual.
Promo Pack 2x1,"6,00 €1,50 €*","• Arcade, Aventura, Disparos (Shooter), Puzle",11-08-2022,A pack with two amazing games.
Viki Spotter: Space Mission,"4,99 €*","• Arcade, Fiesta, Plataformas, Puzle",11-08-2022,Puzzle game about finding differences in different pictures. Carefully compare the images and try to find everything they can differ.
"Car Racing Highway Driving Simulator, real parking driver sim speed traffic deluxe 2022","4,99 €*","• Aventura, Carreras, Simulación",11-08-2022,Be the fastest driver on the highway by overtaking the traffic!Over 30 unique cars to choose from! Take your car to the service and upgrade it!
Laboratory Rat Escape Simulator Pro,"1,00 €*","• Arcade, Plataformas, Puzle",11-08-2022,Free your ratty friends and escape the laboratory!
Book Quest,"6,99 €*","• Aventura, Rol (RPG)",10-08-2022,¡Embárcate en una aventura medieval para recuperar una reliquia familiar de gran poder!
Lost in Play,"19,99 €*","• Aventura, Otros, Puzle",10-08-2022,"Vive una aventura junto a dos hermanos, donde exploran paisajes de ensueño y se topan con criaturas mágicas. Perdidos en su imaginación, Toto y Gal deberán resolver rompecabezas para volver a casa."
Cleo - a pirate's tale,"12,49 €*","• Aventura, Puzle",10-08-2022,"""Cleo - a pirate’s tale“ is a solo developed, top down, pixel art, retro, pirate adventure with a lot of nostalgic flair, humor and a linear story."
origamihero games 2D Platformer Collection,"4,19 €*","• Acción, Aventura, Plataformas",10-08-2022,3 retro metroidvania platformers in one collection!
EXTREME BIKE X,"6,93 €*","• Acción, Arcade, Carreras, Fiesta",10-08-2022,¡Un juego de carreras de motocross en el que siempre querrás más! ¡Crea tus propias pistas de carreras para aumentar la diversión!
Two Point Campus,"29,99 €*",• Estrategia,09-08-2022,Te damos la bienvenida a tu universidad. ¡Constrúyela como quieras!
Viki Spotter: School,"4,99 €*","• Arcade, Fiesta, Plataformas, Puzle",08-08-2022,"Here is a puzzle game that will put you in front of a difficult task to help the little girl Viki Spotter find all the differences in the pictures, which are in the game are much."
Galaxy Revo,"0,99 €*","• Acción, Arcade, Disparos (Shooter), Otros",06-08-2022,¡Destruye las naves espaciales enemigas y logra el récord más alto!
Destructor monstruo,"7,13 €*","• Acción, Arcade, Otros",06-08-2022,Survive and Roguelike
Sofiya and the Ancient Clan,"7,99 €*","• Acción, Aventura, Plataformas",05-08-2022,¡Rompe con las tradiciones arcanas de tu clan y pelea para convertirte en la bruja más poderosa del reino!
90'' Soccer,"4,99 €*","• Acción, Arcade, Deportes, Football Fútbol",05-08-2022,"¡No te duermas, solo tienes 90 segundos para ganar!"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Roll The Cat,"4,99 €1,99 €*",• Puzle,05-08-2022,¡Un juego de puzles con gatitos adorables para todos los amantes de los gatos!
Logic Pic,"7,99 €0,99 €*","• Fiesta, Puzle",05-08-2022,Solve puzzles to discover pictures. Fun makes you smarter!
Animal Fun Puzzle - Juego divertido y de aprendizaje preescolar y de Infantes para niños pequeños,"7,99 €*","• Educativo, Puzle",05-08-2022,Rompecabezas fáciles de usar para niños de dos años en adelante. Con motivos de animales divertidos y lindos con 30 rompecabezas únicos. 100% libre de frustraciones y seguro.
Super Space Serpent SE / Perpetuum Mobile Bundle,"12,99 €*","• Acción, Arcade, Disparos (Shooter), Otros",05-08-2022,Super Space Serpent SE & Perpetuum Mobile Double Pack
Clumsy Rush: Ultimate Guys,"6,99 €1,99 €*","• Acción, Arcade, Deportes",05-08-2022,Invita a tus amigos al fantástico mundo de Clumsy Rush: Ultimate Guys.
Quarry Truck Simulator,"9,99 €*","• Acción, Carreras, Deportes, Simulación",05-08-2022,Big vehicles. Big wheels. Big problems.
Ki11er Clutter,"9,99 €0,99 €*","• Puzle, Tablero",05-08-2022,"The most amazing Clutter yet, with over 1700 puzzles!"
Little Mouse's Encyclopedia + Comic Coloring Book - Complete Edition,"31,99 €*","• Educativo, Otros, Plataformas",05-08-2022,"Grandes juegos para los más pequeños, Little Mouse's Encyclopedia viene incluido con Comic Coloring Book - ¡Edición completa!"
Counter Bunny Hop - Strike Go Simulator Xtreme Deluxe 3D Shooter,"14,99 €*","• Acción, Acción en primera persona (FPS), Aventura, Lucha",05-08-2022,Improve your skills at bunny hopping by mastering the game controls! Complete the various challenges of the game and learn to complete them as quick as possible!
My Dangerous Life,"12,99 €*","• Aventura, Simulación",05-08-2022,Uncover your roommate's dark side! A boys' love visual novel game.
Hindsight,"13,99 €*","• Aventura, Puzle",04-08-2022,Explora los recuerdos de un pasado muy lejano. Revive momentos congelados en el tiempo.
Gale of Windoria,"14,99 €*","• Aventura, Estrategia, Rol (RPG), Simulación",04-08-2022,¡Monta en un vehículo volador y restaura la brisa alrededor del mundo!
After Wave: Downfall,"14,99 €*","• Acción, Arcade, Disparos (Shooter), Otros",04-08-2022,Gráficos 3D estilo caricatura con efectos sorprendentes Unete a tus amigos en modo cooperativo local. 10 Escenarios a superar con jefes brutales.
Arcade Archives DIG DUG,"6,99 €*","• Acción, Arcade",04-08-2022,Try crushing them instead of popping them!
Japanese Escape Games The Retro House,"8,99 €*",• Puzle,04-08-2022,Me perdi en el bosque de noche y me encontre en una casa.Descanse un rato y estaba a punto de salir de casa cuando Encontre que la puerta estaba atascada. ......
QUByte Classics: Thunderbolt Collection by PIKO,"7,99 €*","• Acción, Arcade, Aventura, Disparos (Shooter)",04-08-2022,You are humanity’s last hope of survival in Thunderbolt Collection!
KOKORO CLOVER Season 1,"18,69 €*","• Acción, Arcade, Aventura",04-08-2022,Gooooood Mooooorning!!!!!
Star Seeker in: the Secret of the Sorcerous Standoff,"5,59 €*","• Aventura, Puzle, Rol (RPG)",04-08-2022,"In this short point 'n' click adventure, you are Star Seeker - a WIZARD solving a WIZARD crime to not get put in WIZARD jail by the WIZ- I mean, PLAIN OLD cops."
MEGA MAN BATTLE & FIGHTERS,"7,99 €*",• Acción,04-08-2022,"¡MEGA MAN BATTLE & FIGHTERS, un título de acción inédito de la portátil NEOGEO POCKET COLOR y llega a Nintendo Switch™!"
fig.,"3,99 €*","• Acción, Arcade, Aventura, Plataformas",04-08-2022,Who are you? A human or a robot? Where are you? Is this a factory? When are you? Is this a future or a present?
Jump The Car,"9,99 €*","• Acción, Carreras, Simulación",04-08-2022,¿Cuán lejos puedes saltar? ¡Supérate en una nueva modalidad de salto con rampa!
Ultimate 4x4 Offroad Trucks: Car Racing Driving Simulator 2022,"24,99 €*","• Aventura, Carreras, Estilo de vida, Simulación",04-08-2022,"Welcome to the Ultimate 4x4 Offroad Trucks go for extreme offroad drive, desert, forests,mud road and snowy wastes are waiting for a good offroad SUV driver!"
Gigapocalypse,"9,99 €*","• Acción, Arcade, Otros",04-08-2022,"Uno de los mejores recuerdos de nuestra infancia es jugar con dragones de juguete. Con ellos, lanzábamos fuego y arrasábamos todo con una increíble sensación de omnipotencia."
Thibalryn,"0,99 €*","• Acción, Aventura, Plataformas, Rol (RPG)",04-08-2022,Explore un laberinto desafiante y en constante expansión lleno de innumerables secretos.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Zen Mindfulness: Meditation and Relax,"2,99 €*","• Estilo de vida, Música",04-08-2022,"Vive la sensación de relajarte con sonidos de la naturaleza después de un largo día, prepara tu espacio de trabajo con música zen y mejorar tu concentración o duérmete con las olas."
Pure Crosswords - the best Crossword Puzzle Word Game ever!,"14,99 €*","• Educativo, Puzle",03-08-2022,"From the world leaders in mobile crosswords: Beautifully designed for TV, handheld & even portrait mode!"
South of the Circle,"12,99 €6,49 €*",• Aventura,03-08-2022,Vive una cautivadora experiencia narrativa con una historia cinematográfica sobre el amor verdadero y el deseo de mantener nuestras promesas.
Frogun,"14,99 €*","• Acción, Arcade, Aventura, Plataformas",02-08-2022,"Frogun es un juego de plataformas de la vieja escuela con el alma de la era retro, ¡en el que tu gancho con forma de rana es tu mejor amigo!"
Frogun Deluxe Edition,"24,99 €*","• Acción, Arcade, Aventura, Plataformas",02-08-2022,"Frogun es un juego de plataformas de la vieja escuela con el alma de la era retro, ¡en el que tu gancho con forma de rana es tu mejor amigo!"
Before We Leave,"17,99 €*","• Estrategia, Simulación",02-08-2022,Recupera lo que se perdió con el tiempo y haz florecer tu propia civilización en «Before We Leave»
Celestian Tales,"14,99 €*",• Rol (RPG),01-08-2022,
Kells,"5,99 €*",• Puzle,01-08-2022,The Iron Kell awaits!
Hot Lap League: Edición de lujo,"19,99 €*","• Arcade, Carreras",01-08-2022,"¡Derrapes, trucos y velocidad épica en pistas extremas!"
