Título,Precio,Categoría,Fecha de lanzamiento,Descripción
WHY I was Born,"9,99 €*","• Acción, Aventura",09-03-2023,"Nacido sin sentido, solo rodando por la vida... Un juego de accion y aventura para descubrir el sentido de la vida."
Mari & Bayu: The Road Home,"16,99 €*","• Acción, Aventura, Plataformas, Puzle",09-03-2023,"¡Juega como la hormiga Mari y la luciérnaga Bayu para resolver puzles, surfear el viento sobre una pluma e incluso cabalgar a lomos de un amable saltamontes!"
Zapling Bygone,"12,99 €*","• Acción, Arcade, Aventura",09-03-2023,Zapling Bygone es una retorcido Metroidvania protagonizado por un alienígena.
Island Cities,"2,99 €*","• Educativo, Puzle, Simulación, Tablero",09-03-2023,Organiza las islas de la ciudad y observa cómo cobran vida. Simplemente intercambia los bloques de un rompecabezas en 3D.
Fragment's Note+ AfterStory,"10,99 €*",• Aventura,09-03-2023,"Following the story of ""Fragment's Note+""..."
Escaping a Fireworks Factory～Nyanzou&Kumakichi: Escape Game～,"4,54 €*","• Aventura, Puzle",09-03-2023,Let's escape to become a fireworks craftsman
Mystic Gate,"9,75 €6,33 €*","• Acción, Disparos (Shooter)",09-03-2023,"Los aventureros desafían las ""pruebas"" que les esperan más allá de la puerta para hacer realidad sus deseos."
Super Ninja Miner,"4,49 €*","• Acción, Arcade, Puzle",09-03-2023,¡Puede cortar! ¡Puede trocear! Puede el es... un minero? Acompaña al loco ninja en una aventura llena de tesoros.
The Last Spell,"24,99 €*","• Acción, Estrategia, Rol (RPG)",09-03-2023,"EL APOCALIPSIS HA LLEGADO ... En un desesperado intento por poner fin a todas las guerras que han asolado el mundo durante décadas, los magos liberaron el Cataclismo."
Showtime: Vampire Diaries,"2,99 €*","• Arcade, Aventura",09-03-2023,"¿Eres un buen entrevistador? Tienes el invitado más intrigante de la historia, un vampiro, pero ¡Cuidado con la pregunta! Es un invitado bastante irascible."
Fear or Evil : Nightmare Horror Scary Game Phobia 2023 Simulator Hunter Games,"4,99 €*","• Acción en primera persona (FPS), Disparos (Shooter), Estrategia, Puzle",09-03-2023,"Fear or Evil es un juego de misterio en primera persona, mezclado con diferentes mecánicas que te harán descubrir la aterradora historia del personaje principal."
Arcade Archives TURBO FORCE,"6,99 €*","• Arcade, Disparos (Shooter)",09-03-2023,"A frantic aerial battle against the fastest, strongest enemies yet!"
Space Haters,"5,59 €*","• Acción, Arcade, Disparos (Shooter), Otros",09-03-2023,Space Haters is a tough-as-nails vertical shoot 'em up featuring classic arcade-style gameplay and set in the ruthless world of intergalactic music.
El testamento de Sherlock Holmes,"24,99 €*","• Aventura, Otros, Puzle",09-03-2023,Conviértete en el mayor detective de todos los tiempos en El Testamento de Sherlock Holmes.
Puzzle by Nikoli S Masyu,"4,99 €*","• Entrenamiento, Puzle, Tablero",09-03-2023,Nikoli's original puzzle using only black and white circles for hints.
PARANORMASIGHT: The Seven Mysteries of Honjo,"19,99 €11,99 €*",• Aventura,09-03-2023,¿Hasta dónde llegarías para resucitar a alguien?
Ala Mobile,"14,99 €*","• Carreras, Deportes, Simulación",08-03-2023,It's time to prove you are fast!
Pronty,"14,99 €*","• Acción, Aventura",07-03-2023,Dive into this deep-sea Metroidvania where you face off against underwater mutants!
Little Witch Nobeta,"49,99 €*",• Acción,07-03-2023,Busca la verdad sobre un misterioso castillo en este shooter mágico soulslike
El Gato con Botas: Libro Interactivo,"3,99 €*","• Comunicación, Educativo, Otros",06-03-2023,El gato con botas y sus locas aventuras. Cuentos clásicos interactivos para todas las edades.
Rô,"4,99 €*","• Aventura, Otros, Plataformas",04-03-2023,Peaceful Hero
Scrap Games,"4,49 €*","• Acción, Arcade, Lucha",04-03-2023,3D side-scrolling beat'em up game with a simple gameplay system that offers many possibilities.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Ruku y los globos corazón,"10,99 €6,59 €*","• Puzle, Tablero",03-03-2023,¡Hagamos globos corazón con puzzles de flores y salgamos de aventura!
void* tRrLM2(); //Void Terrarium 2,"39,99 €*","• Estrategia, Rol (RPG)",03-03-2023,El futuro tiene sus raíces en el pasado.
Void Scrappers,"3,99 €*","• Acción, Arcade, Disparos (Shooter)",03-03-2023,Combate hordas de naves alienígenas y hazlas trizas. Recoge los fragmentos para mejorar tu nave y convertirla en una máquina de destrucción imparable.
The Atla Archives,"10,99 €*","• Acción en primera persona (FPS), Arcade, Aventura, Rol (RPG)",03-03-2023,"The Great City has fallen, and you find yourself clinging to a piece of driftwood in the aftermath. A new nation, Atla, has risen from the ashes."
Gunman Tales,"6,99 €*","• Acción, Arcade, Disparos (Shooter)",03-03-2023,Desenfunda tu revólver y conviértete en el vaquero más rico del salvaje Oeste
Disaster Detective Saiga: An Indescribable Mystery,"19,99 €*","• Aventura, Otros",03-03-2023,A tale of unnameable calamity by a fiercely unlucky detective! A comical occult horror adventure!
Notes + Stickers,"12,99 €1,99 €*","• Comunicación, Educativo, Estilo de vida, Uso práctico",03-03-2023,Anota cada momento increíble de tu día utilizando Notas + Pegatinas. Descubre una nueva salida para tus fantásticos recuerdos.
Outcasts of Dungeon: Epic Magic World Fight Rogue Game Simulator,"4,99 €*","• Acción, Aventura, Disparos (Shooter), Rol (RPG)",03-03-2023,"En el papel de un valiente vagabundo, ayuda a los enanos a defender la fortaleza de su reino de una turba arrasadora de invasores bestiales."
METAL DOGS,"20,00 €*","• Acción, Disparos (Shooter), Otros",03-03-2023,¡Ten cuidado al manipular estos 3 lindos animales!
DARQ Ultimate Edition,"24,99 €*","• Acción, Arcade, Aventura, Puzle",03-03-2023,"DARQ cuenta la historia de Lloyd, un muchacho que toma conciencia de que está soñando. El sueño pronto se convierte en pesadilla y fracasan todos sus intentos por despertar."
Metroid Prime Remastered,"39,99 €*","• Acción, Acción en primera persona (FPS)",09-02-2023,¡Vuelve a meterte en la piel de la cazarrecompensas en Metroid Prime Remastered! Esta clásica aventura en primera persona ha sido actualizada para Nintendo Switch.
Fitness Boxing Fist of the North Star,"49,99 €*","• Acción, Deportes, Música",02-03-2023,Lo digo y lo repito: ¡Fitness Boxing es lo más!
Aery - Calm Mind 3,"9,99 €*","• Arcade, Estilo de vida, Otros, Simulación",02-03-2023,"Cálmese de la molestia de su vida diaria, experimente la sensación de volar y sumérjase en paisajes hermosos y atmosféricos."
Chess Pills,"2,99 €*","• Educativo, Estrategia, Puzle, Tablero",02-03-2023,¡Agudiza tus reflejos de ajedrez!
Pretty Girls Breakers! PLUS,"6,99 €*","• Acción, Arcade, Puzle",02-03-2023,¡La acción rompeladrillos regresa con nuevos trajes para desbloquear y un elenco aún mayor de hermosas acompañantes!
Dream Park Story,"13,00 €*","• Aventura, Estrategia, Otros, Simulación",02-03-2023,"¡Crea tu parque de atracciones repleto de carruseles, mascotas y actividades!"
Live Factory,"4,99 €*","• Acción, Arcade, Aventura, Plataformas",02-03-2023,Plataforma de acción y aventura con excelente diseño. ¡Explora la fábrica subterránea!
The Smile Alchemist,"19,99 €*","• Aventura, Rol (RPG), Simulación",02-03-2023,¡Sigue el entrenamiento de un joven alquimista que aspira a convertirse en el mejor del mundo!
Meg's Monster,"14,79 €*","• Aventura, Estrategia, Otros, Rol (RPG)",02-03-2023,"Si ella llora, el mundo entero muere."
Hike Valley,"4,99 €*","• Arcade, Aventura, Otros, Plataformas",02-03-2023,Head to a hike to the old mysterious valley and explore the hidden beauty of untouched nature.
Vanaris Tactics,"8,99 €4,49 €*","• Estrategia, Rol (RPG)",02-03-2023,Vanaris Tactics es un RPG táctico y una experiencia narrativa breve que cuenta la historia de un grupo de refugiados que huyen de su tierra natal.
Railway Islands - Puzzle,"3,99 €*","• Estrategia, Puzle, Tablero",02-03-2023,Haga un camino seguro entre las estaciones y deje que su tren entregue todos los recursos y vaya a la siguiente isla.
Dungeon Core,"12,99 €*","• Acción, Arcade, Aventura",02-03-2023,Twin-stick shooter set in the dystopic aftermath from a failed weapons program.
Arcade Archives SKY KID DX,"6,99 €*","• Arcade, Disparos (Shooter)",02-03-2023,"BARON and MAX take to the skies, fighting to protect BIRDLAND!"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Rider Among Dead - Mad Zombie Killer Machine Survival,"4,99 €*","• Acción, Arcade, Carreras, Deportes",02-03-2023,Rider Among Dead - Mad Zombie Killer Machine Survival es el juego de acción número uno que combina la mecánica de las carreras todoterreno y los juegos de supervivencia.
Midnight Drifter-Drift Racing Car Driving Simulator 2023 Speed Games,"4,99 €*","• Carreras, Deportes, Educativo, Simulación",02-03-2023,Demuestra tus habilidades a la deriva en este emocionante juego lleno de desafíos. ¡Compite para convertirte en una leyenda callejera!
Pixel Game Maker Series Loplight,"4,99 €*","• Acción, Aventura, Disparos (Shooter)",02-03-2023,"Through the power of Alchemy, shoot and slice your way through this dying world!"
Give me toilet paper!,"4,00 €*",• Acción,02-03-2023,A game played with the Joy-Con™ inside a roll of toilet paper!
A Fox and His Robot,"59,99 €*","• Acción, Aventura, Plataformas",01-03-2023,A Young Fox and his Robot Search for Meaning in a Beautiful yet Dangerous World...
BROK the InvestiGator,"24,99 €*","• Acción, Aventura, Lucha, Puzle",01-03-2023,"Aventura épica e innovadora, una mezcla de géneros. ¿Qué clase de detective serás?"
Ken Follett's The Pillars of the Earth,"14,99 €*",• Aventura,01-03-2023,"Inglaterra, siglo XII: En una época de pobreza y guerra, un pequeño pueblo construye una catedral para reclamar la riqueza y seguridad."
Choice of Life: Middle Ages 2,"6,89 €0,99 €*","• Aventura, Estrategia, Rol (RPG), Simulación",28-02-2023,Explore your kingdom and rule wisely in the card game - Choice of Life: Middle Ages 2
Afterthought,"14,99 €*","• Acción, Carreras, Música, Plataformas",28-02-2023,What were you thinking?
Rytmos,"14,29 €*","• Música, Puzle",28-02-2023,Un juego de puzles musical en el espacio
Lucy Dreaming,"15,99 €*","• Aventura, Puzle",28-02-2023,Discover a dark family secret and rid a young girl of her nightmares in this splendidly British point & click comedy adventure.
Aperturas de Ajedrez,"2,99 €*",• Educativo,28-02-2023,Conviértete en un maestro del ajedrez y practica los mejores movimientos. Guía básica para todos aquellos que quieran iniciarse o mejorar sus habilidades.
Pokémon Escarlata,"A partir de: 59,99 €*","• Aventura, Rol (RPG)",18-11-2022,Descubre nuevos Pokémon en una inmensa aventura de mundo abierto en Pokémon Escarlata y Pokémon Púrpura para Nintendo Switch.
Pokémon Púrpura,"A partir de: 59,99 €*","• Aventura, Rol (RPG)",18-11-2022,Descubre nuevos Pokémon en una inmensa aventura de mundo abierto en Pokémon Escarlata y Pokémon Púrpura para Nintendo Switch.
Self gunsbase,"1,99 €*","• Acción, Aventura, Plataformas, Puzle",27-02-2023,Derrota a los jefes y a sus secuaces mientras descubres los misterios del Bosque Anómalo por el camino.
Sentry Paragon,"5,99 €*","• Acción, Arcade, Disparos (Shooter), Estrategia",25-02-2023,"In this isometric action game where enemies are coming at us in droves, we are trying to defend ourselves and survive against the growing and strengthening enemies by making the right strategy and moves!"
Kirby's Return to Dream Land Deluxe,"59,99 €*","• Acción, Aventura",24-02-2023,¡Aúna fuerzas con hasta tres personas más y disfruta en familia con Kirby's Return to Dream Land Deluxe!
Clive 'N' Wrench,"28,99 €*","• Aventura, Plataformas",24-02-2023,"Una mañana, la profesora Nancy Merricarp se levanta y descubre que el vil Dr. Daucus le ha robado el prototipo de la máquina del tiempo que con tanto orgullo había revelado."
Remains,"9,75 €*","• Acción, Aventura, Otros, Simulación",24-02-2023,Sobrevivir en el espacio exterior orbitando el planeta. Encuentra la forma de restablecer el oxígeno. Crea herramientas para tus necesidades. Construye tu refugio en órbita.
Roniu's Tale,"7,36 €*","• Arcade, Estrategia, Plataformas, Puzle",24-02-2023,¡Mejora esas habilidades mágicas y de pensamiento porque no hay Vuelta atrás!
Neodori Forever,"4,99 €0,99 €*","• Arcade, Carreras, Música, Simulación",24-02-2023,Drift like hell to outrun the competition! Collect power ups and coins on the way to expand your car collection!
Lootbox Lyfe+,"9,99 €3,99 €*","• Acción, Aventura, Plataformas",24-02-2023,Metroidvania centrado en el movimiento con un desalmado sistema de personalización a base de lootboxes
GRISAIA PHANTOM TRIGGER 08,"29,99 €*","• Aventura, Otros",24-02-2023,The girls of SORD hurtle headfirst towards certain peril. This is the final showdown between Haruto and his arch-nemesis Enishi!
Road Stones,"4,99 €*","• Acción, Estrategia, Puzle",24-02-2023,Discover the true power of magical crystals in Road Stones!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Ink & Paper: DoodleCut,"4,99 €0,99 €*","• Arcade, Fiesta, Puzle",24-02-2023,Draw a line to enclose the area and doodle it. Watch out for baddies who can catch you or cut your line!
Hentai World,"14,99 €1,99 €*","• Estrategia, Fiesta, Puzle, Simulación",24-02-2023,"Date un festín con Akane, Rose y Nanami en la experiencia de juego de puzles más sensual que ofrece Nintendo Switch™."
Arcade Archives DON DOKO DON,"6,99 €*","• Acción, Arcade",24-02-2023,Lose yourself in a comical action adventure!
BIT.TRIP COLLECTION,"9,99 €1,99 €*","• Acción, Arcade, Música, Puzle",24-02-2023,Dive into a world of rhythm! Play all six epic Bit.Trip games!
OCTOPATH TRAVELER II,"59,99 €29,99 €*",• Rol (RPG),24-02-2023,"¡Da comienzo a tu propia historia, caminante, y haz camino al andar!"
Remorse: The List,"19,99 €*","• Acción, Acción en primera persona (FPS), Aventura, Disparos (Shooter)",23-02-2023,"Una lista misteriosa, un pequeño pueblo húngaro y un horror inimaginable. ¡Descubre los secretos de Hidegpuszta en Remorse: The List, un clásico del género survival horror!"
Loot Box Simulator - Crimson Fire,"2,99 €*","• Otros, Puzle, Simulación",23-02-2023,Sé rico por una vez y compra todas las cajas de botín. Gana oro y gástalo en increíbles cajas de botín llenas de más de 1.000 increíbles recompensas.
Planet Cube: Edge,"14,99 €*","• Acción, Arcade, Disparos (Shooter), Plataformas",23-02-2023,"Prepárate para correr, disparar, saltar y propulsarte en esta aventura a toda velocidad en un mundo de pixel art hecho a mano, lleno de emoción y precisión en plataformas."
The Crimson Flower that Divides: Lunar Coupling,"44,36 €*",• Aventura,23-02-2023,"Will Naala's future be one of subordination, or...?"
Horror Tale,"9,99 €*","• Acción, Aventura, Simulación",23-02-2023,¡Comienza una aventura aterradora y sé el primero en resolver todos los misterios de este juego de terror!
Chef Life: A Restaurant Simulator,"39,99 €11,99 €*","• Aventura, Estilo de vida, Simulación",23-02-2023,¡Crea y gestiona el restaurante de tus sueños!
Dyadic,"6,59 €*","• Plataformas, Puzle",23-02-2023,Solve cooperative conundrums and unleash brutal betrayals in this local co-op(ish) puzzle platformer!
YONESAWARA HOSPITAL,"10,79 €*",• Aventura,23-02-2023,Yonesawara Hospital is a single-player exploration horror game from a first-person perspective.
Warplanes Bundle,"14,99 €2,49 €*","• Acción, Arcade, Disparos (Shooter)",23-02-2023,Become a legend of air combat in Warplanes Bundle! Two thrilling flight combat games together - Warplanes: WW2 Dogfight and Warplanes: WW1 Sky Aces.
Sakura Magical Girls,"9,99 €4,99 €*",• Aventura,23-02-2023,¡Sal con tres magas que entran en escena a lo grande en un resort de playa!
Rumble Sus,"4,99 €*","• Acción, Fiesta",23-02-2023,Innocents Vs. Traitors!
Midnight is Lost,"3,99 €1,99 €*","• Estrategia, Otros, Puzle",23-02-2023,"""Midnight is Lost"" es un juego de rompecabezas que debe resolverse al revés, ¡transformando desafíos simples en desafíos complejos!"
Snake Core,"7,99 €5,19 €*","• Acción, Arcade",23-02-2023,Command a range of different units as they battle aliens in a mission-based arcade game - Select your path to victory!
Big Adventure: Trip To Europe 3 Collector's Edition,"14,99 €*","• Aventura, Puzle",23-02-2023,Get ready for another fun-filled vacation through Europe!
World War: Prologue,"16,99 €*","• Acción, Acción en primera persona (FPS), Arcade, Disparos (Shooter)",23-02-2023,Reality single play FPS game set in World War II! Defeat your enemies and get your weapons! Team up with our soldiers to complete the battlefield mission!
没落陰陽絵巻 - Tale of the fallen Onmyoji -,"15,90 €*","• Aventura, Simulación",23-02-2023,"A ""Curse"" had appeared in the world where humans coexist with Yokai. A ""Kiss"" from the protagonist is the only way to break the curse...!?"
Tyrant's Blessing,"19,99 €1,99 €*","• Aventura, Estrategia, Rol (RPG)",23-02-2023,"El Tirano ha convertido Tyberia en un paraíso libre de guerras, sufrimiento y muerte, porque casi todos se han transformado en muertos vivientes."
Frog Hop,"4,99 €*","• Acción, Aventura, Plataformas",23-02-2023,Un simpático y peculiar juego clásico de plataformas sobre una rana llamada Hoppy que busca a su amigo rana Jumpy. Balancéate y lánzate por los niveles con la habilidad de tu lengua.
Hunahpu Quest. Mechanoid,"3,29 €*","• Aventura, Plataformas, Puzle",23-02-2023,"The Mechanoid has stole Hunahpu's brother, can you beat The Mechanoid and return your brother?"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Dark Dungeon Warrior,"7,50 €*","• Acción, Arcade, Disparos (Shooter), Fiesta",23-02-2023,¡Conviértete en un guerrero y lucha con valentía para derrotar a las asediantes hordas de monstruos!
VALIS: The Fantasm Soldier Collection II,"41,90 €*",• Acción,23-02-2023,Your adventure with Yuko is not over yet! The legendary bishojo action game series is back with its 2nd collection!
Pizza Tycoon,"14,99 €*","• Estrategia, Simulación",23-02-2023,¡Haz una pizza que haga la boca agua a todo el mundo!
Dino Puzzler World,"14,99 €0,99 €*","• Acción, Arcade, Aventura, Fiesta",23-02-2023,"Dino Puzzler World is an awesome, interesting and family friendly puzzle game for every Dino Maniac!"
Gal Guardians: Demon Purge,"23,99 €*",• Acción,23-02-2023,"Un castillo demoníaco se yergue, oscureciendo el lugar. Dos hermanas se enfrentarán a lo que contienen sus estancias. Juntas pueden romper la maldición."
Twice Reborn: A Vampire Visual Novel,"14,99 €*","• Aventura, Otros",22-02-2023,¡Acepta tu nueva vida como vampiro o busca una forma de recuperar tu humanidad!
Piczle Lines 2: en el puzleverso,"14,99 €*","• Acción, Puzle, Simulación",22-02-2023,"¡Piczle Lines, el puzle de lógica más adictivo conocido por la humanidad, ha vuelto con una historia completamente nueva llena de extras y exploración del Puzleverso!"
Redemption Reapers,"29,99 €*","• Rol (RPG), Simulación",22-02-2023,Una historia sobre la redención de personas ordinarias tildadas de Asesinos.
Intruders: Hide and Seek,"19,99 €*","• Acción, Aventura",22-02-2023,Intruders: Hide and Seek es un juego de sigilo en primera persona que combina terror psicológico con el punto de vista de un niño indefenso.
Hike Isle,"4,99 €*","• Arcade, Aventura, Otros, Plataformas",22-02-2023,Start the biggest Hike on the mysterious Isle! Discover the massive island piece by piece.
Animal Lover,"9,99 €*","• Aventura, Rol (RPG)",22-02-2023,¡Solo TÚ puedes salvar a cinco chicos fornidos de una maldición mágica!
Pocket Academy ZERO,"2,99 €*","• Aventura, Estrategia, Rol (RPG), Simulación",22-02-2023,¡Ayuda a tus alumnos a tener éxito y haz famosa su escuela!
Digimon World: Next Order,"59,99 €*",• Rol (RPG),22-02-2023,Te damos la bienvenida al Mundo Digital
Ninja JaJaMaru: The Lost RPGs,"12,99 €*","• Arcade, Aventura, Estrategia, Rol (RPG)",21-02-2023,"¡Dos RPG legendarios que nunca vieron la luz del día fuera de Japón, totalmente localizados al inglés por primera vez!"
Ninja JaJaMaru: The Great Yokai Battle +Hell,"19,99 €*","• Acción, Arcade, Aventura, Otros",21-02-2023,La última incorporación al mundo Ninja JaJaMaru: The Great Yokai Battle +Hell
Ninja JaJaMaru: Retro Collection,"14,99 €*","• Acción, Arcade, Aventura, Otros",21-02-2023,¡Los 5 juegos más emblemáticos en el mundo de Ninja JaJaMaru!
Ninja JaJaMaru: The Great Yokai Battle +Hell – Deluxe Edition,"29,99 €*","• Acción, Arcade, Aventura, Otros",21-02-2023,La última incorporación al mundo Ninja JaJaMaru: «The Great Yokai Battle +Hell» junto con los 5 juegos más importantes de la serie.
Seven Doors,"4,99 €*",• Puzle,21-02-2023,"En este juego de puzles en primera persona, resuelve acertijos, descifra lenguajes secretos y sobrevive a trampas mortales en siete ambientes diferentes llenos de misterio y enigma."
Akka Arrh,"19,99 €*","• Arcade, Disparos (Shooter)",21-02-2023,"Une version moderne d'un jeu abandonné dans les années 1980, Akka Arrh est un jeu de tir d'arcade rapide et addictif ! Enchaînez les combos et tentez de réaliser le meilleur score !"
Galaxy Revo 2,"0,99 €*","• Acción, Arcade",20-02-2023,Juega como una nave espacial en un espacio lleno de peligros. Tu trabajo es esquivar las naves espaciales enemigas y generar nuevas oportunidades para ti. El juego es genial para relajarse.
Rooftop Renegade,"17,59 €*","• Acción, Arcade, Carreras, Fiesta",17-02-2023,¡Potencia tus patines flotantes y corre por el futuro!
CyberHeroes Arena DX,"4,99 €*","• Acción, Arcade",17-02-2023,¡Personaliza a tu robot para disfrutar de un divertidísimo y exclusivo combate!
Tama Cannon,"1,99 €*","• Acción, Arcade",17-02-2023,Tama is a curious creature in a strange world full of floating cannons.
Non-Stop Space Probe,"1,99 €*","• Acción, Arcade",17-02-2023,Take control of the Orblr-1 Space Probe and blast chaotically through the cosmos on your mission to collect precious minerals.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Dr Smart Space Adventure,"14,99 €1,99 €*","• Aventura, Educativo, Puzle",17-02-2023,Embárcate en una aventura épica por el Sistema Solar. El viaje de tu vida junto al Dr. Smart y su fiable Enciclopedia Cósmica.
4x4 Offroad Driver 2,"12,99 €5,19 €*","• Acción, Carreras, Deportes, Simulación",17-02-2023,"All-out, insane off-road mayhem: best off-road driving simulator out there! Drive 4x4’s, Rally Cars, Buggies, Pickups and Monster Trucks through crazy off-road courses!"
Rise of Fox Hero,"4,99 €*","• Acción, Aventura, Plataformas, Puzle",17-02-2023,"Armado con espada y escudo, ábrete camino a través de este espectacular mundo."
Labyrinth of Galleria: The Moon Society,"49,99 €*","• Aventura, Estrategia, Rol (RPG)",17-02-2023,En busca del misterio: una historia de amor y valor.
Tales of Symphonia Remastered,"39,99 €*",• Rol (RPG),17-02-2023,Una batalla épica por la supervivencia
Piano: Learn and Play,"19,99 €*","• Arcade, Educativo, Entrenamiento, Música",17-02-2023,Sorprenda a todo el mundo. Conviértete en pianista en unos instantes.
Mosaic Chronicles Deluxe,"12,99 €1,99 €*","• Aventura, Puzle",17-02-2023,Adéntrate en un mundo fantástico lleno de magia y encanto. Reconstruye historias legendarias con Mosaic Chronicles Deluxe. Te espera una nueva experiencia de juego de rompecabezas.
Gigantosaurus: Dino Kart,"39,99 €*","• Acción, Carreras, Deportes",17-02-2023,¡Corre por Cretacia con tu dinosaurio favorito en un campeonato de karts prehistórico casi tan enorme como el apetito de Gigantosaurus!
Lucie's Potager,"19,50 €*","• Rol (RPG), Simulación",16-02-2023,Farm and sell exotic plants with Lucie in this shopkeeping RPG!
Dust & Neon,"19,50 €*","• Acción, Aventura, Disparos (Shooter), Rol (RPG)",16-02-2023,"Dust & Neon es de los mejores shooter roguelite de doble stick, ambientado en un Salvaje Oeste postapocalíptico"
Montezuma's Revenge: 8-Bit Edition,"10,99 €*","• Acción, Arcade, Aventura, Plataformas",16-02-2023,¡El juego que te encantaba de los 80 ha salido para Nintendo Switch™!
OverShoot Battle Race,"7,99 €*","• Arcade, Carreras, Disparos (Shooter)",16-02-2023,"Inspirado en los clásicos juegos de carreras, un viaje loco a través de un sistema solar desconocido y enfrentándose a los contrincantes más increíbles de la galaxia."
W.A.R.P.,"4,99 €*","• Acción, Arcade, Aventura, Disparos (Shooter)",16-02-2023,3 modos de juego Perfecto para una partida rápida en cualquier momento Más de 140 niveles
Elderand,"19,99 €*","• Acción, Aventura, Plataformas, Rol (RPG)",16-02-2023,Solo los más fuertes conquistarán este sangriento juego de acción y plataformas con elementos de RPG.
Verdict Guilty,"8,99 €*","• Arcade, Lucha",16-02-2023,Verdict Guilty is an easy to play 90's style arcade fighter! Featuring unique handcuffs and gun combat designed for everyone to play!
Prizma Puzzle Prime,"4,99 €*","• Puzle, Tablero",16-02-2023,Adictivo y relajante juego de puzles y mosaicos. Gráficos isométricos de la vieja escuela acompañados de una excelente banda sonora.
Hopping Girl Kohane EX,"23,99 €*","• Acción, Carreras, Deportes, Puzle",16-02-2023,¡Un juego de rompecabezas de acción en toda regla que es divertido de jugar con un solo control! ¡Vuelve como EX!
Ein's Sword,"3,00 €*","• Acción, Lucha, Rol (RPG)",16-02-2023,A familiar game system with field battles as the key element. First 3D action game by Infinite Game
Big Adventure: Trip To Europe 2 Collector's Edition,"14,99 €*","• Aventura, Puzle",16-02-2023,This is the biggest trip to 17 countries and 28 cities in Europe!
Z World Zombie Death War : Survival Platformer Game Left Killer Box 2023,"4,99 €*","• Acción, Disparos (Shooter), Plataformas, Simulación",16-02-2023,Bienvenido a la experiencia de apocalipsis zombie de tu vida.
Psychophonies: What Ghosts Say,"3,99 €*","• Acción, Arcade, Puzle",16-02-2023,"¿Quieres escapar de los fantasmas? Para conseguirlo tendrás que responder bien todas sus preguntas, solo así podrás salvarte ¿Podrás recordar todas tus respuestas?"
Silver Falls - Ghoul Busters,"11,99 €*","• Acción, Plataformas",16-02-2023,¡Los demonios son reales!
Arcade Archives GROBDA,"6,99 €*","• Arcade, Disparos (Shooter)",16-02-2023,A colosseum for laser battles!
Nature Puzzle,"9,99 €*","• Arcade, Educativo, Entrenamiento",16-02-2023,Nature Puzzle is here!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Heirs of the Kings,"14,99 €*","• Aventura, Estrategia, Rol (RPG), Simulación",16-02-2023,¡Una historia de destino para aquellos de sangre noble!
The Legend of Gwen,"9,99 €*","• Acción, Arcade, Lucha, Plataformas",16-02-2023,"¡Vence al tiempo y al mal, y conviértete en la mejor hechicera o bruja del mundo!"
THEATRHYTHM FINAL BAR LINE,"A partir de: 59,99 €29,99 €*","• Música, Rol (RPG)",16-02-2023,¡La serie Theatrhythm de juegos musicales de FINAL FANTASY llega a Nintendo Switch!
Pocket Witch,"4,99 €*","• Acción, Plataformas, Puzle",15-02-2023,¡Ayuda a la brujita a escapar de una mazmorra mortal en este juego de plataformas con estilo pixel art!
Blanc,"14,99 €*",• Aventura,14-02-2023,Adéntrate en la poética historia de un lobezno y un cervatillo en el maravilloso mundo de Blanc.
Spy Bros.,"7,99 €*","• Acción, Arcade, Estrategia, Plataformas",14-02-2023,"Esos gángsters locos no traman nada bueno... Esquiva, coloca las bombas y huye del edificio antes de que explote."
Souls Of Chronos,"18,99 €*","• Acción, Aventura, Rol (RPG)",14-02-2023,Classic JRPG + Action Combat System
Caperucita Roja: Libro Interactivo,"3,99 €*","• Educativo, Otros",14-02-2023,Caperucita Roja y el Lobo Feroz. Cuentos clásicos interactivos para todas las edades.
Chess Maiden,"5,99 €*","• Educativo, Estrategia, Puzle, Tablero",14-02-2023,"Introducing the ultimate chess experience - ""Chess Maiden""!"
Falling Elevator - Hyper Casual Demolish Escape Survival Game,"1,99 €*","• Acción, Aventura, Estrategia, Simulación",14-02-2023,Experimenta el subidón de adrenalina de un ascensor que cae en este emocionante juego. ¿Podrás sobrevivir a la caída?
Ten Dates,"15,99 €*","• Aventura, Otros",14-02-2023,Una comedia romántica interactiva
