Título,Precio,Categoría,Fecha de lanzamiento,Descripción
Magic Donut Adventure: Line Match 3 Puzzle,"9,99 €*","• Arcade, Aventura, Puzle, Tablero",21-09-2023,Match 3 es un popular juego de rompecabezas en el que debes tener cuidado y conectar todas las donas tres en fila con una línea.
Earthshine,"4,99 €*","• Aventura, Otros",21-09-2023,"Explora una historia profundamente emocional acerca del amor, el sacrificio y la esperanza que existe dentro de cada uno de nosotros."
Loot Box Quest - Mystic Maidens,"2,99 €*","• Puzle, Rol (RPG), Simulación, Tablero",21-09-2023,Las doncellas místicas del anime te están esperando. No dejes que esperen demasiado.
Raid on Taihoku,"9,99 €*","• Aventura, Otros, Puzle, Rol (RPG)",21-09-2023,「Raid On Taihoku」 is an adventure game with the backdrop of WW2 Taiwan. By controlling the characters pass through different danger and safe zones.
Bro Falls DELUXE,"12,99 €*","• Arcade, Fiesta, Plataformas",21-09-2023,"Bro Falls is an asymmetric massively multiplayer party game with chaotic elements, trap activations, and big Falls."
Evil Wizard,"19,99 €*","• Acción, Arcade, Rol (RPG)",21-09-2023,Evil Wizard es un juego de rol de acción lleno de humor que te pone en la piel de un ex Jefe Final.
"Osyaberi! Horijyo! Gekihori: Anna Holinski saves the universe, alright?!","14,99 €*","• Acción, Arcade, Disparos (Shooter)",21-09-2023,"Recorre la galaxia y rescata los tesoros del mundo, ¡a solas o con un amigo!"
Fragment's Note2+,"19,99 €*","• Aventura, Simulación",21-09-2023,This is the story of the future.
River Pirates,"4,99 €*","• Acción, Arcade",21-09-2023,Juego de Tower Defense fácil de jugar con un entorno de piratas.
FRAG Pro Shooter,"0,00 €*","• Acción, Deportes, Disparos (Shooter), Lucha",21-09-2023,"¡No esconde, es hora de FRAG!"
Samurai - Japan Warrior Fighter,"11,99 €*","• Aventura, Estrategia, Lucha, Simulación",21-09-2023,Samurai - Japan Warrior Fighter es un emocionante juego de acción y aventuras que sumerge a los jugadores en el cautivador mundo del Japón feudal. Asume el papel de un samurái joven y decidido en una búsqueda para dominar el arte de la katana.
ALTF4,"5,99 €*","• Acción, Arcade, Aventura",21-09-2023,Everything exists for obstruction!
Arcade Archives STRIKE GUNNER,"6,99 €*","• Arcade, Disparos (Shooter)",21-09-2023,Use a wide variety of weapon and power-up units to fight through each stage!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Haunted Zombie Slaughter 2,"16,99 €*","• Acción, Arcade, Aventura, Disparos (Shooter)",21-09-2023,Part 2 of a single player TOP DOWN game with a story about escaping zombies to survive! Play co-op with up to 2 players!
Metroidvania Bundle,"32,00 €*","• Acción, Aventura, Plataformas, Rol (RPG)",21-09-2023,2 en 1 PolarityFlow Metroidvania Bundle con GINSHA y Cryogear
Tough Law,"1,44 €*","• Acción, Arcade, Aventura, Plataformas",21-09-2023,A beat ‘em up adventure with paperboard style characters in which you can punch a lot and feel your adrenaline soar with so much action and rock and roll!
Pan-Dimensional Conga Combat,"12,00 €*","• Acción, Arcade, Fiesta",21-09-2023,¡Lleva tu cerebro a otra dimensión!
TAISHO x ALICE: HEADS & TAILS,"34,99 €*",• Aventura,21-09-2023,There are two sides to every fairytale... Experience the rest of the story with these expansive bonus materials for TAISHO x ALICE ALL IN ONE!
Crimson Song - Yuri Visual Novel,"1,99 €*","• Aventura, Rol (RPG), Simulación",21-09-2023,"Estaba destinado a ser otra visita anual a la tumba de su madre, pero a mitad de la historia de Diandrir se envolvió en la oscuridad. Una novela visual Kinect sobre la oscuridad y el amor entre chicas."
Telenet Shooting Collection,"42,00 €*",• Disparos (Shooter),21-09-2023,Welcome to Shooter's paradise. Telenet Japan Wolf Team's greatest hits return!
Livestream 2: Escape from Togaezuka Happy Place,"24,50 €*","• Acción, Aventura",21-09-2023,"Can you escape the horror of being hunted down...? The sequel to the survival horror game ""Livestream: Escape from Hotel Izanami"" is now available!"
Aireo FlightSimulator,"24,99 €*","• Acción, Carreras, Deportes, Simulación",21-09-2023,Are you ready for takeoff? Abróchate el cinturón y experimenta qué se siente al ser piloto mientras te sumerges en los paisajes más impresionantes de este planeta.
HammerHelm,"14,99 €*","• Acción, Aventura, Rol (RPG), Simulación",21-09-2023,HammerHelm es un juego de aventura y construcción estratégica en tercera persona.
Days of Doom,"29,99 €*",• Estrategia,21-09-2023,Reúne a tus héroes y lucha por llegar a Santuario en este roguelite RPG táctico. Bienvenido al mundo de Days of Doom.
Super Adventure Hand,"12,99 €*","• Acción, Arcade, Plataformas, Puzle",21-09-2023,"Eras una mano que trabajaba vendiendo guantes, pero, de pronto, te has quedado sola. Tu mejor amigo, Brazo, ya no está unido a tu muñeca."
Evolings,"8,79 €*","• Acción, Arcade, Estrategia, Rol (RPG)",21-09-2023,"Un juego minimalista de mazmorras y de cazar monstruos. Derrota a hordas de rivales reclutando, haciendo evolucionar y fusionando a tu equipo de criaturas letales pero monísimas."
Operation Wolf Returns: First Mission,"29,99 €*","• Acción, Acción en primera persona (FPS)",21-09-2023,"Operación Wolf Returns: First Mission es la reinterpretación de uno de los juegos pioneros del género Rail Shooter, lanzado para Arcade en 1987."
Rayland 2,"4,99 €*",• Puzle,20-09-2023,¡Redirige el curso de los rayos de luz a lo largo de 50 intrincados niveles de puzles isométricos!
Escape Room Bundle Triple Pack,"24,99 €*","• Aventura, Puzle",20-09-2023,"¡Tres escape room desarrollados por mc2games! Between Time, Regular Factory y Wizardry School."
Final Exerion,"14,99 €*",• Disparos (Shooter),20-09-2023,"Call on CELLs, change your weapon, and shoot however you want!"
Mortal Kombat 1,"39,99 €15,99 €*",• Lucha,19-09-2023,Descubre un nuevo universo de Mortal Kombat™
Lost Crystals,"4,99 €*","• Arcade, Aventura, Otros, Plataformas",19-09-2023,Unearth the hidden gems waiting to be discovered in the foggy valley.
Amanda the Adventurer,"8,79 €*","• Aventura, Puzle",19-09-2023,"Having inherited their Aunt Kate’s house, Riley Park starts exploring what the reclusive woman left behind. In the attic, Riley is surprised to find a stack of VHS tapes next to an old TV set."
Persha and the Magic Puzzle -Arabian Nyaights-,"9,99 €*","• Puzle, Rol (RPG)",19-09-2023,Los gatos y la magia juegan un papel importante. ¡Nueva experiencia! ¡Rompecabezas RPG!
You Suck at Parking,"19,99 €*","• Acción, Arcade, Carreras, Puzle",19-09-2023,You Suck at Parking® es un desafiante juego de carreras en el que tu objetivo es aparcar.
Gloomhaven,"A partir de: 39,99 €*","• Aventura, Estrategia, Rol (RPG)",18-09-2023,"Juega bien tus cartas, mercenario..."
Ugly,"19,49 €*","• Acción, Aventura, Plataformas, Puzle",18-09-2023,Nada es lo que parece en este oscuro y retorcido cuento de hadas.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Truck Drag Racing Legends Simulator,"13,99 €*","• Acción, Carreras, Deportes, Simulación",17-09-2023,"Crush obstacles, leave rivals behind, and become the ultimate drag racing legend!"
Moto Racer 2044 Game Simulator,"9,99 €0,99 €*","• Acción, Carreras, Deportes, Simulación",16-09-2023,Unleash Your Inner Speed Demon in the Neon-Lit Streets!
Hole Switch,"0,99 €*","• Acción, Arcade, Aventura, Carreras",16-09-2023,Eat the World!
Baten Kaitos I & II HD Remaster,"49,99 €*",• Rol (RPG),15-09-2023,Las alas del corazón alzan el vuelo una vez más
Sakura MMO Extra,"9,99 €4,99 €*",• Aventura,15-09-2023,"Tras salvar el mundo, comienza una nueva aventura encarnando a una encantadora doncella"
League Of Champions Soccer 2024,"7,99 €*","• Arcade, Deportes, Simulación",15-09-2023,Vive la nueva Champions European League Soccer Competition como lo hacen los jugadores reales. Elige tu equipo y juega los partidos del sorteo real hasta la final.
Princess Bubble Story,"10,00 €*","• Acción, Arcade, Fiesta, Puzle",15-09-2023,¡Rompecabezas de burbujas lleno de magia!
Another Crusade,"18,42 €*","• Acción, Aventura, Plataformas, Rol (RPG)",15-09-2023,"¡Descubre un mundo 3D con estilo de marionetas, explorando como un plataformero y tomando batallas al viejo estilo RPG por turnos, donde la precisión de los botones y la estrategia lo"
qrth-phyl,"9,99 €*","• Acción, Arcade",15-09-2023,"Arcade documentary of maze / dot / 3D snake within changing dimensions, axis locks and the corruption of the system. Collect, grow, avoid your past, find new space, wake up"
Puzzle Games Bundle (5 in 1) vol.2,"14,99 €*","• Educativo, Entrenamiento, Puzle",15-09-2023,¡Entrena tu cerebro con este impresionante puzzle!
Bright Side: Riddles and Puzzles,"7,99 €0,99 €*","• Aventura, Entrenamiento, Fiesta, Puzle",15-09-2023,Get your inner Sherlock ready for a little mind training!
Anime Sexy Girl Puzzle - Hentai Game History Adventure,"14,99 €*","• Acción, Estrategia, Fiesta, Puzle",15-09-2023,Welcome to the anime girls puzzle game!
Car Parking Simulator 2024,"9,99 €*","• Acción, Carreras, Deportes, Simulación",15-09-2023,Prepárese para poner a prueba su precisión y habilidad al volante en el simulador de estacionamiento más inmersivo hasta el momento: ¡Car Parking Simulator 2024!
HexaWars,"9,19 €*","• Acción, Arcade, Disparos (Shooter)",15-09-2023,Retro Arcade Style twin stick shooter that will continue to get harder. Defeat increasing levels of difficulty and different boss rounds!
Super Brawl Rush,"4,99 €*","• Acción, Aventura",15-09-2023,"Ábrete camino entre montones de matones sedientos de sangre, mutantes y cultistas."
Baby Shark™: Sing & Swim Party,"39,99 €*","• Aventura, Música",15-09-2023,Lleva a la Familia Tiburón al Festival Mar-avilloso. Canta y nada al ritmo de fantásticas canciones para recibir tarjetas musicales que puedes añadir a tu álbum.
NASCAR Arcade Rush,"49,99 €14,99 €*","• Arcade, Carreras, Deportes",15-09-2023,¡Las bestias de las NASCAR andan sueltas!
F-ZERO 99,"0,00 €*",• Carreras,14-09-2023,¡99 pilotos y un solo ganador! Enfréntate a jugadores del mundo entero y compite hasta que solo quede tu nave en pie en F-ZERO 99.
DYNABLASTER,"19,99 €*","• Acción, Arcade, Fiesta",14-09-2023,El clásico bombardero legendario está de regreso: ¡DYNABLASTER® ya está disponible como un nuevo y mejorado juego de acción multijugador en 3D!
Retro Revengers,"9,90 €*","• Acción, Arcade, Plataformas",14-09-2023,¡Vente con los Retro Revengers!
Isekai Rondo,"14,99 €*","• Aventura, Estrategia, Rol (RPG), Simulación",14-09-2023,¡Busca un universo paralelo tras renacer con la clase más fuerte!
Retro Mystery Club Vol.1: The Ise-Shima Case,"9,90 €*",• Aventura,14-09-2023,¡Adéntrate en un mundo de misterio y suspense ambientado en el Japón de los años 80!
Item Tower,"1,50 €*","• Acción, Arcade, Aventura, Puzle",14-09-2023,"""Item Tower"" is a unique game that turns the mundane into an exciting challenge."
City of Beats,"19,99 €1,99 €*","• Acción, Aventura",14-09-2023,"Cruza un paisaje urbano en constante cambio, pasando de un encuentro a otro siguiendo el son de la ciudad."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Ouija: They are Among us,"4,99 €*","• Acción, Arcade, Aventura",14-09-2023,"Cinco jóvenes desatan oscuros secretos mediante una ouija, desafiando su percepción de la realidad y mezclando la línea entre leyendas y ficción."
Cube Airport,"10,00 €*","• Aventura, Estrategia, Puzle, Tablero",14-09-2023,Embárcate en esta experiencia memorable con una banda sonora fantástica y relajante y unas vistas preciosas que te llenarán de satisfacción.
Arcade Archives JAIL BREAK,"6,99 €*","• Acción, Arcade",14-09-2023,Emergency! Keep the citizens safe from the prison escapees!
All That Remains: Part 1,"5,59 €*","• Aventura, Puzle",14-09-2023,An escape game set in an underground bunker.
Railed Up,"5,99 €*","• Acción, Disparos (Shooter)",14-09-2023,"A shooter inside tramways on suspended railways viewed from below, set in a dystopian future."
Bingo,"8,99 €*","• Fiesta, Tablero",14-09-2023,Dive into the captivating realm of Bingo! Venture into the pulsating Bingo Arena where every moment is charged with thrill and expectation.
Wire Lips,"6,99 €1,04 €*","• Acción, Aventura, Puzle, Simulación",14-09-2023,Discover the dark secrets of the ancient artefact.
Word Web by POWGI,"7,99 €*","• Educativo, Estrategia, Puzle, Tablero",14-09-2023,A new POWGI word game for fans of logic puzzles!
Solar Ash,"37,99 €*","• Acción, Aventura, Plataformas",14-09-2023,El Vacío te llama...
AK-xolotl,"18,99 €*","• Acción, Aventura",14-09-2023,El roguelite más adorable y mortal
Enraged Red Ogre,"16,99 €*","• Acción, Aventura, Plataformas",14-09-2023,¡Es hora de CABREARSE!
Thunder Ray,"14,99 €4,49 €*","• Acción, Arcade, Deportes, Lucha",14-09-2023,"Prepárate para la experiencia definitiva de Boxeo Arcade, con un estilo retro, en un juego rebosante de sangre y violencia."
Love Love School Days,"9,60 €*","• Acción, Aventura",14-09-2023,A dating horror survival game where you attempt to flee from the galgame heroine-gone-rogue and find a way out of the dating sim world.
Yummy Jewels,"2,99 €*","• Arcade, Otros, Puzle, Tablero",14-09-2023,Embárcate en una aventura de rompecabezas de dulces.
Teocida + Estigma,"9,99 €*","• Acción, Otros, Plataformas, Puzle",14-09-2023,¡Entra en el mundo de terror surrealista de Teocida+Estigma!
Lies as a Starting Point,"8,00 €*",• Aventura,14-09-2023,"What are the ""lies"" told by Nozomi? The ""lie"" hidden in her words will be revealed."
Inspector Gadget: MAD Time Party,"39,99 €*","• Acción, Arcade, Tablero",14-09-2023,¡Vamos Gadget! ¡Conviértete en el famoso Inspector Gadget y diviértete con tus amigos en esta nueva aventura!
Mugen Souls Double Pack,"69,99 €*","• Aventura, Rol (RPG)",14-09-2023,¡Experimenta dos JRPG clásicos de culto con un contenido fiel a las versiones originales japonesas!
Laberinto,"19,99 €*","• Fiesta, Puzle, Tablero",14-09-2023,¡Con cada jugada el tablero se transforma!
Mugen Souls Z,"39,99 €*",• Rol (RPG),14-09-2023,¡Vuelve Chou-Chou junto a su heterogéneo grupo de amigos para tratar de conquistar los doce mundos del Zodíaco y detener una amenaza ancestral!
Summum Aeterna,"19,99 €*","• Acción, Aventura, Otros, Plataformas",14-09-2023,¡Desciende a las profundidades más peligrosas de Aeterna y lucha hasta el final!
Trombone Champ,"12,49 €*","• Fiesta, Música",14-09-2023,¿Lograrás dominar el trombón a la perfección?
Horizon Chase 2,"24,99 €*","• Arcade, Carreras",14-09-2023,Carreras de arcade para todo tipo de jugadores
Wartales,"39,99 €*","• Aventura, Estrategia, Rol (RPG)",14-09-2023,Wartales es un juego de rol en mundo abierto en el que lideras a un grupo de mercenarios en su búsqueda de riquezas a través de un enorme universo medieval.
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Fresh Start,"19,99 €5,99 €*",• Aventura,14-09-2023,Adéntrate en un mundo que necesita tu ayuda!
Gunbrella,"14,79 €*","• Acción, Aventura, Plataformas",13-09-2023,"Utiliza todo el potencial de tu gunbrella, descubre horrores sobrenaturales y acaba con un culto de sectarios dementes en esta aventura de acción al estilo noir punk."
SUPER BOMBERMAN R 2,"49,99 €*","• Acción, Fiesta, Puzle",13-09-2023,¡Una nueva entrega de Bomberman está de camino a Nintendo Switch!
Award Winning Indie Gems 4-in-1,"59,99 €*","• Aventura, Estrategia, Música, Simulación",13-09-2023,"Endling – Extinction is Forever: Como la última madre zorro en la Tierra, tus cachorros necesitan todo tu cuidado para sobrevivir en un mundo despiadado al borde de la destrucción."
Best Adventure 4-in-1 Bundle,"59,99 €*","• Aventura, Estrategia, Puzle, Simulación",13-09-2023,"Endling – Extinction is Forever: Como la última madre zorro en la Tierra, tus cachorros necesitan todo tu cuidado para sobrevivir en un mundo despiadado al borde de la destrucción."
Gravity Oddity,"14,99 €*","• Acción, Aventura, Disparos (Shooter), Plataformas",13-09-2023,Embárcate en una misión por toda la galaxia para rescatar a tu compañero de cuarto secuestrado en esta aventura de acción espacial tipo Rogue.
Escape Academy: The Complete Edition,"29,99 €*","• Aventura, Puzle",12-09-2023,Te damos la bienvenida a Escape Academy. Domina la sala de escape en solitario o en modo cooperativo.
HopSquash!,"4,50 €*","• Arcade, Fiesta, Plataformas",12-09-2023,"Squash each other for points, fun for the whole family!"
The Isle Tide Hotel,"19,99 €*","• Aventura, Otros",12-09-2023,Película interactiva de misterio
30XX,"19,99 €*","• Acción, Arcade, Plataformas",12-09-2023,"Plataforma de acción clásica con movimiento fluido, repetición de juego interminable y actividades conjuntas completas."
MythForce,"29,99 €*","• Acción, Aventura, Rol (RPG)",12-09-2023,¡Regresa a los dibujos animados de los domingos por la mañana! Adéntrate en criptas y castillos con tus amigos en este «roguelike» de combate en primera persona.
Full Void,"14,99 €*","• Aventura, Plataformas, Puzle",12-09-2023,Libera a la humanidad de una IA desagradable usando todas tus habilidades antes de que sea demasiado tarde.
Spectator,"15,99 €*","• Acción, Arcade, Otros, Puzle",11-09-2023,"¡Con Backrooms, Slender, FazPizza y muchos otros lugares basados en historias espeluznantes!"
Zombie Sniper Shooter - Stickman War,"7,99 €*","• Acción, Aventura, Disparos (Shooter), Estrategia",10-09-2023,Shoot for Salvation: Your Bullets Are Humanity's Only Hope Against the Undead!
Curse Crackers: For Whom the Belle Toils,"14,99 €*","• Acción, Plataformas",09-09-2023,A retro style acrobatic platforming adventure!
Old School,"14,99 €*","• Aventura, Educativo, Lucha, Simulación",09-09-2023,"Relive your school days on Nintendo Switch™, where old school graphics bring back timeless fun!"
Fae Farm,"59,99 €*","• Aventura, Rol (RPG), Simulación",08-09-2023,¡Te aguarda un hogar mágico!
NBA 2K24 Kobe Bryant Edition,"A partir de: 59,99 €*",• Deportes,08-09-2023,Nos vemos en la cancha
Nathan Jones and The Eternal Myth,"4,99 €*",• Aventura,08-09-2023,Sigue a Nathan Jones en su búsqueda épica a través de mundos mágicos y desafíos emocionales para descubrir los secretos de un mito antiguo y salvar el mundo.
Shadow Bundle: Shadow Quest and Nightshade Ninja Warrior,"2,99 €*","• Arcade, Plataformas",08-09-2023,"Dive into this amalgamation of excitement, strategy, and allure, as you become the master of both light and shadow."
Pure Mini Golf and Pool Puzzles Bundle,"5,99 €*","• Arcade, Deportes, Simulación",08-09-2023,Experience the ultimate gaming combo with Pool Puzzles and Pure Mini Golf!
Word Quest,"2,99 €0,99 €*","• Arcade, Puzle",08-09-2023,Are you ready to wield words as weapons and conquer the quest?
RPG Alchemy,"5,99 €*","• Educativo, Otros, Puzle, Rol (RPG)",08-09-2023,"RPG Alchemy is a variation of the Alchemy genre in the RPG theme, so connecting two objects to uncover a third one until everything is discovered."
Troopers,"9,99 €*","• Acción, Acción en primera persona (FPS), Aventura, Disparos (Shooter)",08-09-2023,"¡Un juego de disparos en primera persona para un jugador en un arte de baja poli! Juega partidas épicas en diferentes modos de juego, sube de rango y desbloquea nuevos equipos."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Pups & Purrs Pet Shop,"34,99 €*","• Estilo de vida, Simulación",08-09-2023,¡No hay quien se resista a estas monadas!
Candlebook Island,"5,99 €*","• Aventura, Rol (RPG), Simulación",08-09-2023,"Make friends with your coworkers, discover their lives and history, treat sick monsters, and research mysterious illnesses!"
Seduce Me - The Complete Story,"9,99 €*",• Aventura,08-09-2023,Entra en el mundo de los cinco demonios hermanos y elige a tu favorito
Dark Theme Bundle,"19,99 €3,49 €*","• Acción, Aventura, Lucha, Simulación",08-09-2023,¡Enfréntate a tus miedos con este espeluznante lote!
Simulator Bundle: Gas Station Simulator and Barn Finders,"29,99 €19,97 €*","• Acción, Aventura, Simulación",08-09-2023,Looking for a simulator bundle that will grab you for hours? Here it is!
Crowd City,"4,99 €0,99 €*","• Acción, Estrategia, Lucha, Simulación",08-09-2023,Become the biggest crowd in town!
Night at the Gates of Hell,"16,49 €11,54 €*","• Acción, Acción en primera persona (FPS), Aventura, Otros",08-09-2023,¡Los muertos se alzarán en busca de venganza en NOCHE EN LAS PUERTAS DEL INFIERNO!
ANONYMOUS;CODE,"59,99 €*",• Aventura,08-09-2023,"This is the latest work by STEINS;GATE creator Chiyomaru Shikura, in collaboration with returning staff from the Science Adventure Series. Experience the story of the hackers who will rewrite the future. 2037. Nakano, Tokyo."
Sprout Valley,"17,99 €*","• Aventura, Simulación",08-09-2023,Haga realidad su sueño de instalarse en una isla y cultivar un hermoso jardín.
The Dragoness: Command of the Flame,"17,99 €*","• Estrategia, Rol (RPG)",07-09-2023,Una aventura en forma de RPG clásico de estrategia en un mundo de fantasía asolado por la guerra.
Tatuajes y su significado,"2,99 €*","• Educativo, Estilo de vida",07-09-2023,"Este juego abarca culturas ancestrales y la actualidad, mostrando cómo los tatuajes narran historias de identidad y transformación a través del arte en la piel."
The Myth Seekers: The Legacy of Vulcan,"14,99 €*","• Aventura, Puzle",07-09-2023,¡Enfréntate al legado de los antiguos dioses!
Forest Crash Party,"27,00 €*","• Acción, Aventura, Lucha, Tablero",07-09-2023,Two people rather than playing alone more than playing together
The Hunt,"3,99 €*","• Acción, Arcade, Aventura",07-09-2023,Un asesino sobrenatural acecha a 5 monitores de campamento a través de pesadillas letales en un juego psicológico que desdibuja la línea entre realidad y subconsciente.
Arcade Archives ZING ZING ZIP,"6,99 €*","• Arcade, Disparos (Shooter)",07-09-2023,A special technique for raging! Master the invincible rolling!
Raindrop Sprinters,"7,99 €*","• Acción, Arcade",07-09-2023,"Avoid rain, get stars, and run across the passage!"
Show Ball: Tiger Life,"5,99 €*","• Arcade, Disparos (Shooter), Puzle",07-09-2023,¡Disfruta un auténtico espectáculo con Show Ball: Tiger Life! Un desafío donde tendrás que superar 200 niveles realizando un solo movimiento.
Cube Merge 2048,"2,99 €0,99 €*","• Arcade, Puzle",07-09-2023,¡Bienvenidos a Cube Merge 2048: Tu Sensación de Rompecabezas en el Bosque Místico!
Best Multiplayer and Co-op 6-in-1 Bundle,"79,99 €*","• Acción, Arcade, Fiesta",07-09-2023,Aces of the Luftwaffe – Squadron: ¡Los Aces of the Luftwaffe han regresado! ¡Esquiva una lluvia de balas y enfréntate a temibles máquinas de guerra en truculentos combates aéreos y batallas contra los jefes!
Big Adventure: Trip To Europe 4 Collector's Edition,"14,99 €1,49 €*","• Aventura, Puzle",07-09-2023,Wonderful trip around Europe through 30 new touristic locations in fifteen countries.
Shepherd's Crossing,"29,99 €*","• Aventura, Rol (RPG), Simulación",07-09-2023,"Life On A sandbox Ranch, Begins Again."
Colorful Boi,"3,99 €*","• Arcade, Aventura, Otros, Plataformas",07-09-2023,Jumping madness
Redeemer's Run,"4,49 €*","• Arcade, Lucha, Otros",07-09-2023,Fight. Conquer. Reunite.
The Many Pieces of Mr. Coo,"19,99 €*","• Aventura, Puzle",07-09-2023,"The Many Pieces of Mr. coo es una enigmática aventura point’n’click, con una historia surrealista, una increíble animación 2D dibujada a mano y puzzles hilarantes. Atrapado y roto en pedazos, Mr. Coo no tiene idea de lo que está pasando."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Strike Force 3,"19,99 €*","• Acción, Acción en primera persona (FPS), Disparos (Shooter)",07-09-2023,"Join Strike Force 3, an elite unit combating ruthless terrorists. Engage in adrenaline-pumping firefights, stealth missions, and complete daring objectives."
Into The Sky,"9,99 €*","• Acción, Aventura, Plataformas",07-09-2023,Encuentra tu camino a través de los cielos y escapa con vida en este juego de plataformas de rompecabezas en primera persona.
Alchemy Garden,"12,99 €*","• Estilo de vida, Otros, Simulación",07-09-2023,"¡Cultiva tu jardín, elabora pociones y encanta a tus clientes!"
Escape from Terror City,"9,99 €3,49 €*","• Acción, Arcade, Disparos (Shooter)",06-09-2023,¡Defiéndete de invasores mecanizados y avanza a toda velocidad para destruir su base de interferencias y enviar una señal de auxilio!
No Son Of Mine,"14,99 €*","• Acción, Acción en primera persona (FPS), Aventura, Puzle",06-09-2023,"Es inteligente, impredecible, letal y cruel. Explora, lucha, escóndete y encuentra la verdad antes de que ÉL te encuentre a ti. Te perseguirá. Te aterrorizará. ¿Lograrás sobrevivir?"
Rune Factory 3 Special,"39,99 €*",• Rol (RPG),05-09-2023,¡Encuentra el equilibrio entre seres humanos y monstruos en esta clásica aventura agrícola que renace para Nintendo Switch!
Chants of Sennaar,"19,99 €*",• Puzle,05-09-2023,Descubre los misterios que se esconden tras los fragmentos del pasado.
True Virus,"8,99 €*","• Aventura, Otros, Plataformas, Puzle",05-09-2023,True Virus is a point-and-click adventure game that takes players to an abandoned psychiatric hospital.
Pinocchio: Interactive Book,"3,99 €*","• Educativo, Otros, Simulación",05-09-2023,Pinocho. Cuentos clásicos interactivos para todas las edades.
The Making of Karateka,"19,49 €*","• Acción, Aventura, Plataformas",05-09-2023,"Juega a la historia de Karateka, el primer juego legendario de Jordan Mechner, el creador de Prince of Persia."
"River City Girls 1, 2 en Zero Bundle","74,99 €*","• Acción, Aventura, Lucha, Rol (RPG)",05-09-2023,¡Tres épicos beat'em up en un cómodo lote! ¡Triple de problemas en River City!
Kovox Pitch,"6,99 €0,99 €*","• Acción, Arcade, Deportes, Música",05-09-2023,Kovox Pitch is a 2.5D rhythm game with post-punk music and wholesome story
Hansel and Gretel: Interactive Book,"1,99 €*","• Educativo, Otros",04-09-2023,Hansel y Gretel. Cuentos clásicos interactivos que siempre te sorprenden.
Farming Tractor Simulator 2023 : Drive Combine & Trucks,"14,99 €0,99 €*","• Acción, Aventura, Estrategia, Simulación",02-09-2023,Start sowing the seeds of success today in Farming Tractor Simulator 2023 : Drive Combine & Trucks!
Truck Simulator 2023 - Driver Europe,"13,99 €*","• Carreras, Deportes, Estrategia, Simulación",02-09-2023,"Truckers Wanted: Conquer the Challenge, Own the Highway!"
Big Farm Story,"34,99 €*","• Rol (RPG), Simulación",01-09-2023,"Construye la granja de tus sueños con tus amigos y animales en Big Farm Story. Planta cultivos, cuida de los campos, fabrica objetos y explora el mundo en esta aventura granjera."
Aquapark io,"4,99 €0,99 €*","• Acción, Carreras, Fiesta",01-09-2023,Race with your friends on waterslides and jump into the pool for victory!
Hole io,"4,99 €0,99 €*","• Acción, Arcade, Fiesta",01-09-2023,Show who is the biggest black hole in the town!
Paper io 2,"4,99 €0,99 €*","• Acción, Arcade, Fiesta",01-09-2023,Conquer territory solo or beat your friends in multiplayer mode with up to 8 players!
Bakeborough,"9,99 €*","• Acción, Arcade, Aventura, Rol (RPG)",01-09-2023,In Bakeborough you can be a sweet muffin who can swap the organs to change character stats!
4x4 Offroad Car Exploration,"9,99 €*","• Acción, Aventura, Carreras, Simulación",01-09-2023,Características clave: - Jugabilidad desafiante - Gráficos inmersivos - Esplendor Visual - Exploración y Descubrimiento - Colección de trampas - Amplia gama de vehículos - Diferentes ubicaciones Embárcate en una emocionante aventura todote
Otoko Cross: Pretty Boys Dropout!,"6,99 €*","• Arcade, Puzle",01-09-2023,¡Desliza bloques y resuelve puzles para superar distintos niveles mientras conoces a un elenco de personajes otokonoko!
Rhapsody: Marl Kingdom Chronicles,"49,99 €*","• Aventura, Rol (RPG)",01-09-2023,¡Déjate enamorar por esta aventura!
Ralph and the Blue Ball,"2,99 €*","• Educativo, Estilo de vida, Puzle, Tablero",01-09-2023,"Ralph necesita tu ayuda para encontrar todos sus juguetes, especialmente su pequeña pelota azul adorable. Embarque en un juego de objetos ocultos basado en una historia real."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
