Título,Precio,Categoría,Fecha de lanzamiento,Descripción
Tilt Pack,"14,99 €*","• Arcade, Fiesta, Lucha",11-02-2020,Enfréntate a tu familia y amigos en una batalla a base de empujones y álzate con la victoria en este divertido juego que te atrapará desde el primer momento.
Cosmonauta,"0,99 €*","• Acción, Aventura, Plataformas, Puzle",11-02-2020,"Cosmonauta is a platform game in which players must overcome a world full of challenging puzzles, which require more than their reflexes, their determination."
Help Me Doctor,"7,99 €*",• Simulación,10-02-2020,¡Conviértete en doctor y ayuda a diagnosticar los padecimientos de los pacientes!
Top Run,"4,99 €*","• Acción, Arcade, Plataformas",10-02-2020,"Juega como Kevin y su perro Buddy, y ábrete paso por una ciudad de luces de neón repleta de peligrosos enemigos."
Little Bit War,"12,26 €*",• Estrategia,09-02-2020,¡Crea un montón de unidades de combate para derrotar a los enemigos y ganar la guerra!
The Town of Light: Deluxe Edition,"9,99 €*",• Aventura,07-02-2020,
Marooners,"12,99 €0,99 €*","• Acción, Arcade, Fiesta",07-02-2020,¡El juego multijugador más caótico del planeta! ¡Un juego de fiesta de locura! ¡Elige tu Marooner!
Crash Drive 2,"7,99 €0,99 €*","• Arcade, Carreras",07-02-2020,Juego multijugador. 30 autos únicos para desbloquear. Sistema especial para subir el nivel de tu auto.
ELEA: Paradigm Shift,"7,99 €*","• Acción, Aventura, Puzle",07-02-2020,"ELEA: Paradigm Shift is an interactive adventure, where the main focus is humanity’s place in the universe, the nature of intelligence and the meaning of faith."
LocO-SportS,"5,99 €*","• Arcade, Deportes, Fiesta",07-02-2020,Estás preparado?
Bridge Builder Adventure,"14,99 €5,99 €*","• Puzle, Simulación",07-02-2020,Build awesome constructions in an amazing fantasy world full of surprises!
EQQO,"6,00 €*","• Aventura, Puzle",07-02-2020,Desentraña esta poética y elocuente aventura inspirada en la naturaleza y la mitología.
Kitty Powers' Matchmaker: Deluxe Edition,"13,29 €*",• Simulación,07-02-2020,Kitty Powers’ Matchmaker es un divertidísimo simulador de citas que marca la diferencia. ¡Gestiona tu propia agencia con la ayuda de tu fabulosa jefa drag queen y diva Kitty Powers!
Zero Zero Zero Zero,"4,99 €*","• Acción, Arcade, Plataformas",07-02-2020,Ahora o nunca en Zero Zero Zero Zero
Rune Lord,"6,99 €*",• Puzle,07-02-2020,
Super Korotama,"4,99 €*","• Arcade, Puzle",07-02-2020,"Solo tienes que meter la bola en el agujero, no puede ser tan difícil, verdad? Te equivocas! Precisión, reflejos, paciencia y mucho pulso es lo que necesitarás para superar Korotama!"
Nerved,"8,99 €*","• Acción, Aventura",06-02-2020,"Nerved es un juego de terror en primera persona, sobre una pareja de investigadores paranormales y su última aventura en el ""Bosque de Bitterwood""."
SEN: Seven Eight Nine,"9,99 €*","• Estrategia, Música, Puzle",06-02-2020,Un juego de rompecabezas zen minimalista donde los jugadores aprenden las reglas sin instrucción.
Code: Realize ~Guardian of Rebirth~,"39,99 €*",• Aventura,06-02-2020,
KUNAI,"16,99 €*","• Acción, Aventura, Plataformas",06-02-2020,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Knights and Bikes,"21,99 €*","• Acción, Aventura",06-02-2020,"Toma las riendas en una aventura para 1 o 2 jugadores con viajes en bici, nuevas amistades, discos voladores, una oca de mascota y una gran búsqueda del tesoro."
Just a Phrase by POWGI,"7,99 €*",• Puzle,06-02-2020,A hangman-style word game with a twist.
Shiny Ski Resort,"13,00 €*","• Acción, Deportes, Simulación",06-02-2020,¡Disfruta creando y administrando un resort de esquí en este genial juego de simulación!
夕鬼 零 Yuoni: Rises,"10,99 €*",• Aventura,06-02-2020,"Read one book in a classroom filled with red sunset. There's no one around, and the only sound is the creepy cry of the cicada."
Battleground,"8,99 €*","• Arcade, Tablero",06-02-2020,
Rolling Sky 2,"11,69 €*","• Música, Plataformas",06-02-2020,"¿Recuerda el placer y la emoción de Parkour que se experimenta con una simple operación de su punta de dedo en ""Rolling Sky""? La versión Rolling Sky 2 le traerá una diversión visual y auditiva más rica."
The Man With The Ivory Cane,"9,99 €*","• Aventura, Puzle",06-02-2020,"If all the world is a stage, what role do YOU play? Solve the Ivory Cane mystery to find out!"
Arc of Alchemist,"39,99 €*","• Acción, Aventura, Rol (RPG)",06-02-2020,"¿Encontrarán la esperanza en el desierto, o es un mero espejismo?"
Arcade Archives SAINT DRAGON,"6,99 €*","• Arcade, Disparos (Shooter)",06-02-2020,Who will settle this battle...!?
7th Sector,"19,99 €*","• Acción, Aventura, Plataformas, Puzle",05-02-2020,"Bienvenidos a 7th Sector, establecido en un misterioso mundo cyberpunk."
The Dark Crystal: Age of Resistance Tactics,"17,99 €*","• Estrategia, Rol (RPG)",04-02-2020,
Monster Energy Supercross - The Official Videogame 3,"29,99 €*","• Carreras, Deportes, Simulación",04-02-2020,
Wide Ocean Big Jacket,"6,99 €*",• Aventura,04-02-2020,An aunt and uncle take their middle-school niece and her boyfriend on an overnight camping trip in WIDE OCEAN BIG JACKET
Please The Gods,"9,99 €*","• Acción, Aventura, Estrategia, Rol (RPG)",03-02-2020,Journey to the land of the Gods in this atmospheric turn-based indie RPG. Vanquish deadly beasts of Finnish mythology and survive in the unforgiving wilderness.
Hair Mower 3D,"5,50 €*",• Arcade,03-02-2020,Start the weeder to clean annoying weeds !!!
Ash of Gods: Redemption,"19,99 €*","• Estrategia, Rol (RPG)",31-01-2020,Ash of Gods es un RPG por turnos táctico con una historia no lineal sobre tres héroes que deben enfrentarse a un mal legendario y ancestral.
HYPERCHARGE Unboxed,"24,99 €*","• Acción, Acción en primera persona (FPS), Fiesta",31-01-2020,Juego cooperativo de disparos en primera persona con multijugador (pantalla partida/en línea) con mecánicas de defensa de torres y oleadas.
Not Tonight: Take Back Control Edition,"22,99 €*","• Aventura, Estrategia, Rol (RPG)",31-01-2020,"Persona de Origen Europeo n.º 112, te damos la bienvenida al Bloque de Reubicación B, tu nuevo hogar. El papel que se te ha designado es ""Vigilante de puerta"". Trabaja duro, no te metas e"
Heroland,"29,99 €*","• Aventura, Estrategia, Rol (RPG)",31-01-2020,¡Se buscan héroes a tiempo parcial para aventura en RPG retro!
Reknum,"4,99 €*","• Acción, Arcade, Aventura, Plataformas",31-01-2020,
Milo's Quest,"4,99 €*","• Arcade, Aventura",31-01-2020,¡Ayuda a un cachorro a poner fin auna maldición!
Touchdown Pinball,"2,99 €*","• Arcade, Deportes, Simulación",31-01-2020,¡El partido de tu vida te espera en el Pinball mas emocionante!
Bridge Constructor Ultimate Edition,"14,99 €*","• Puzle, Simulación",31-01-2020,
Indie Gems Bundle - JRPG Edition,"19,99 €*","• Aventura, Estrategia, Rol (RPG)",31-01-2020,"Consigue estos dos juegos JRPG en este fantástico paquete indie, ¡a un precio rebajado!"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Super Battle Cards,"5,99 €0,99 €*",• Puzle,31-01-2020,Explora las mazmorras y descubre un reino oscuro y lleno de odio.
Orbitblazers,"19,99 €*","• Arcade, Carreras, Disparos (Shooter), Plataformas",31-01-2020,¡Prepárate para una inyección de adrenalina futurista!
Never Again,"11,59 €0,99 €*","• Aventura, Puzle",30-01-2020,Sumérgete en la dramática historia de una niña pequeña sufriendo de asma.
Prison Princess,"16,79 €*","• Aventura, Puzle",30-01-2020,"A ghostly sliver of your former self, can you rescue the princesses?"
Sisters Royale: Five Sisters Under Fire,"12,99 €*","• Acción, Arcade, Disparos (Shooter)",30-01-2020,Saltan chispas entre cinco hermanas que quieren conquistar al mismo hombre. ¡Presentamos un nuevo shooter de scroll vertical!
Aviary Attorney: Definitive Edition,"16,49 €*","• Aventura, Puzle, Rol (RPG)",30-01-2020,The hottest bird lawyering game to come out of 1840s France!
Eclipse: Edge of Light,"12,49 €*",• Aventura,30-01-2020,Explore an unknown world. Discover its past. Uncover its mystery.
CODE SHIFTER,"18,99 €*","• Acción, Lucha",30-01-2020,Over 100 characters in appear in this absurd side-scrolling action-platformer. New and somewhat nostalgic graphics that nicely blend flat and pixel art styles.
Bookbound Brigade,"19,99 €*","• Acción, Aventura, Plataformas, Puzle",30-01-2020,¡Aventúrate en su mundo y da una buena paliza a personajes literarios e históricos que estudiaste en el colegio!
Speaking Simulator,"16,99 €*","• Arcade, Fiesta, Simulación",30-01-2020,Hablar es difícil.
Ascendant Hearts,"9,99 €*",• Aventura,30-01-2020,A visual novel where you wake up in a strange new world before going on a real-life RPG adventure with three wacky party members.
UORiS DX,"8,00 €*",• Puzle,30-01-2020,"¡Cuando la cabeza desaparece, el cuerpo también desaparece! Kawaii, pez, juego de rompecabezas de bloques que caen"
Sparkle 4 Tales,"9,99 €*","• Aventura, Simulación",30-01-2020,"""Ahí estas, criatura... ¿Te preguntas quién soy? Comencemos aquí, con tu primera experiencia de vida... Quizá nos lleve a alguna parte. ¿Vamos?""."
PHAR LAP - Horse Racing Challenge,"39,95 €*","• Carreras, Deportes",30-01-2020,¡LA CARRERA DE TU VIDA!
Arcade Archives TECMO BOWL,"6,99 €*","• Arcade, Deportes, Fiesta",30-01-2020,Make way for the American football game that made America go wild with its high impact graphics and gameplay!
Music Racer,"6,99 €2,79 €*","• Arcade, Carreras, Música",29-01-2020,Music Racer es un juego rítmico y dinámico amado por millones de jugadores de todo el mundo.
Coffee Talk,"12,99 €*","• Aventura, Simulación",29-01-2020,Coffee Talk is a coffee brewing and heart-to-heart talking simulator about listening to peoples’ problems and helping them by serving a warm drink or two.
Horse Farm,"19,99 €*",• Simulación,29-01-2020,"Cread el rancho de vuestros sueños, con tiernos caballos, diversos edificios, asombrosas características y cautivantes misiones."
It came from space and ate our brains,"14,99 €1,49 €*","• Arcade, Disparos (Shooter)",28-01-2020,"¿Serás capaz de superar las incontables hordas de alienígenas comecerebros? Pero sin que te coman los sesos, claro."
Actual Sunlight,"9,00 €*",• Aventura,28-01-2020,"A short interactive story about love, depression and the corporation."
Kentucky Route Zero: TV Edition,"22,99 €*",• Aventura,28-01-2020,
Thronebreaker: The Witcher Tales,"19,99 €*","• Aventura, Rol (RPG)",28-01-2020,
Super Tennis,"5,99 €*","• Arcade, Deportes",27-01-2020,"Do you enjoy fast-paced action and sportsmanship? Pick up Super Tennis to take part in exciting matches! Really easy, fast and entertaining game for everyone."
Motorcycle Mechanic Simulator,"6,99 €*",• Simulación,27-01-2020,"A game that will make you a motorcycle repair expert! You can: buy, sell, bid, collect, repair and improve."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Psikyo Shooting Stars Alpha,"39,99 €*","• Arcade, Disparos (Shooter)",24-01-2020,¡El arcade contraataca en una colección de seis clásicos del shoot-'em-up de los grandes éxitos de Psikyo!
Worlds of Magic: Planar Conquest,"16,99 €*","• Aventura, Estrategia, Rol (RPG)",24-01-2020,"Become an all-powerful Warlock and lead one of 8 races to ultimate victory. Discover unique worlds, plunder the underworld and conquer cities."
Lumini,"9,99 €*",• Aventura,24-01-2020,"Una especie olvidada hace mucho, un planeta hostil y una aventura por descubrir - bienvenidos al mundo de Lumini…"
FoxyLand 2,"5,99 €*","• Acción, Arcade, Plataformas",24-01-2020,¡Ayuda a Foxy a rescatar a sus cachorros!
Orn: The Tiny Forest Sprite,"9,99 €3,99 €*","• Acción, Aventura, Plataformas",24-01-2020,
CRAYON SHINCHAN The Storm Called FLAMING KASUKABE RUNNER!!,"9,99 €*",• Acción,24-01-2020,"¡Salta al juego de acción de ""Crayon Shinchan"" que cualquiera puede jugar fácilmente!"
SEGA AGES Shinobi,"6,99 €*","• Acción, Arcade",23-01-2020,¡Vuelve el Shinobi original en SEGA AGES para Nintendo Switch™!
SEGA AGES Fantasy Zone,"6,99 €*","• Arcade, Disparos (Shooter)",23-01-2020,Elimina todas las bases y enfréntate al jefe final para avanzar hasta el siguiente nivel en SEGA AGES Fantasy Zone.
Mosaic,"17,99 €*","• Aventura, Puzle",23-01-2020,"Llevas una vida monótona en una ciudad gris. Nada tiene sentido... hasta que, un buen día, empiezan a pasar cosas extrañas y todo cambia."
PuPaiPo Space Deluxe,"4,99 €*","• Acción, Arcade, Disparos (Shooter)",23-01-2020,¡Ahora con un 100% más Deluxe!
Dual Brain Vol.2: Reflex,"13,99 €*","• Arcade, Puzle",23-01-2020,"A new brain training game has been released! Make full use of ""DUAL TASK"" to compete with players around the world for scores!"
SpeedRunners,"14,99 €*","• Carreras, Fiesta, Plataformas",23-01-2020,"Despiadado juego multijugador que envuelve a 4 jugadores unos contra otros, localmente y/o en línea."
Escape From Chernobyl,"9,99 €*","• Acción, Acción en primera persona (FPS), Aventura",23-01-2020,El auténtico horror ha vuelto a la planta nuclear de Chernóbil. ¿Serás capaz de sobrevivir?
198X,"9,99 €*","• Acción, Arcade",23-01-2020,"Parte 1 del drama estilo arcadia 198X. Una historia sobre la adolescencia, contada a través de múltiples juegos y géneros, combinado con una cinemática estilo pixel art."
OmoTomO,"9,99 €*",• Tablero,23-01-2020,"OmoTomO es un juego de rompecabezas ambientado en un jardín zen, donde dos criaturas arbóreas sedientas necesitan tu ayuda para llegar hasta el agua."
Sinless,"9,99 €*","• Aventura, Rol (RPG)",23-01-2020,Adéntrate en esta aventura y descubre la verdad que se oculta tras la aparentemente perfecta sociedad de OmniCare en Sinless.
JEWEL WARS,"8,99 €*","• Acción, Aventura",23-01-2020,¡Combates todos contra todos de hasta 4 jugadores! ¡Consigue más dinero que el resto!
Classic Snake Adventures,"8,95 €*","• Acción, Aventura",23-01-2020,
Just Glide,"1,19 €*",• Acción,23-01-2020,
Sleep Attack,"6,99 €*",• Estrategia,23-01-2020,¡Rota y dicta!
Arcade Archives XX MISSION,"6,99 €*","• Arcade, Disparos (Shooter)",23-01-2020,Enemy bullets and missiles pour down like Heavy rain! Will you survive?
Strike! Ten Pin Bowling,"10,99 €*","• Deportes, Fiesta, Simulación",23-01-2020,Play authentic Ten Pin Bowling with Touch Screen and Motion Controls. Add spin with the flick of a finger or twist of the wrist!
Oddworld: Stranger's Wrath,"29,99 €*","• Acción, Acción en primera persona (FPS), Aventura",23-01-2020,"En los polvorientos y agrestes páramos de Western Mudos, los lugareños sufren el asedio constante de violentos maleantes."
"Football, Tactics & Glory","39,99 €*","• Deportes, Estrategia, Football Fútbol",22-01-2020,"Football, Tactics & Glory es un juego de gestión de fútbol para aquellos que aman los juegos de estrategia."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Ember,"12,99 €*","• Aventura, Rol (RPG)",21-01-2020,"Ember is a homage to classic role-playing games that features a deep branching story, endless exploration across a huge open world, a robust skill system, and an intricate crafting system."
Caveman Chuck,"4,00 €*","• Aventura, Plataformas",21-01-2020,Classic 2D platformer set in the Stone Age where you can fight with dinosaurs.
The Walking Dead: A New Frontier,"14,99 €*",• Aventura,21-01-2020,
The Walking Dead: Season Two,"14,99 €*",• Aventura,21-01-2020,
It's Raining Fists and Metal,"6,99 €*","• Lucha, Música, Plataformas",20-01-2020,"Coge tu guitarra, y prepárate para tocar y luchar en este festival, porque... IT'S RAINING FISTS AND METAL!"
Refreshing Sideways Puzzle Ghost Hammer,"24,99 €*","• Aventura, Puzle",20-01-2020,"New System Game, Sideways Puzzle! Let's release ghosts from Blocks!"
Tokyo Mirage Sessions ♯FE Encore,"59,99 €*",• Rol (RPG),17-01-2020,El juego que unió los mundos de Fire Emblem y ATLUS llega a Nintendo Switch.
Adventure Pinball Bundle,"8,99 €*","• Arcade, Simulación",17-01-2020,"Este pack incluye los juegos: Dragon Pinball, Pirates Pinball and Titans Pinball."
Spider Solitaire,"8,99 €*",• Tablero,17-01-2020,Spider Solitaire es uno de los solitarios más famosos y ya está en Nintendo Switch™.
Red Bow,"4,99 €*","• Aventura, Rol (RPG)",17-01-2020,¿Le darías una última oportunidad a una niña?
Lydia,"4,00 €*",• Aventura,17-01-2020,Explora los impactantes recuerdos de una niña cuyos padres tienen problemas con el alcohol.
So Many Me: Extended Edition,"14,99 €*","• Acción, Arcade, Plataformas, Puzle",17-01-2020,"A charming puzzle platformer starring Filo and his band of misfit clones as they attempt to save a world threatened by an ancient, malevolent evil."
"Sorry, James","4,99 €*","• Aventura, Puzle",16-01-2020,JAMES_GARNER zEiaQe@z1l3
Anime Studio Story,"13,00 €*",• Simulación,16-01-2020,¡Entra al estudio y produce tu propio anime exitoso con un héroe original!
To the Moon,"11,99 €*","• Aventura, Puzle, Rol (RPG)",16-01-2020,
Dreamwalker: Never Fall Asleep,"14,99 €*","• Aventura, Puzle",16-01-2020,¡Ten cuidado con los sueños!
Doggie Ninja The Burning Strikers,"6,50 €*","• Deportes, Fiesta",16-01-2020,Doggie + Ninja = Doggie Ninja! Here they comes!
Seek Hearts,"14,99 €*","• Aventura, Rol (RPG)",16-01-2020,Aventurate para descubrir los misteriosos orígenes de Izen en un juego de rol de ciencia ficción!
Witch & Hero 2,"4,99 €*","• Acción, Aventura",16-01-2020,Witch & Hero 2 is as stylish ‘8-bit’ action game in which you control both characters at the same time!
Without Escape,"4,99 €0,99 €*","• Acción, Aventura, Puzle",16-01-2020,¿Puedes escapar de la pesadilla y hallar las respuestas que buscas?
Where Angels Cry: Tears of the Fallen Collector's Edition,"9,99 €*",• Aventura,16-01-2020,- Solve hundreds of quests and dozens of Minigames - Full motion cinematics - Replayable mini games and hidden object puzzles
Arcade Archives Bells & Whistles,"6,99 €*","• Arcade, Disparos (Shooter)",16-01-2020,Brave warriors! The time has come for you to take flight and save Planet Mel!
Stories Untold,"9,99 €*","• Aventura, Otros, Puzle",16-01-2020,"Stories Untold es una compilación de cuatro aventuras experimentales, entre ellas una remasterización del exitoso episodio original, “Casa abandonada”."
Maitetsu: Pure Station,"34,99 €*",• Aventura,16-01-2020,"Sotetsu perdió a toda su familia en un accidente de tren y le adoptó la familia Migita, que tiene una fábrica de shochu en la ciudad de Ohitoyo."
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Super Crush KO,"14,99 €*","• Acción, Arcade, Plataformas",16-01-2020,"Aplasta robots, salva a tu gato y... ¡también salva el mundo!"
Demolish & Build 2018,"14,99 €*",• Simulación,15-01-2020,Your company is going global. Use big machines to demolish huge buildings or go close and personal and use your hammer.
Super Mega Space Blaster Special Turbo,"4,39 €*","• Acción, Arcade, Disparos (Shooter)",14-01-2020,Una versión moderna de los típicos juegos de disparos arcade.
Atelier Dusk Trilogy Deluxe Pack,"89,99 €*",• Rol (RPG),14-01-2020,
Atelier Escha & Logy: Alchemists of the Dusk Sky DX,"39,99 €*",• Rol (RPG),14-01-2020,
Atelier Ayesha: The Alchemist of Dusk DX,"39,99 €*",• Rol (RPG),14-01-2020,
Atelier Shallie: Alchemists of the Dusk Sea DX,"39,99 €*",• Rol (RPG),14-01-2020,
Squidlit,"1,59 €*","• Acción, Aventura, Plataformas",14-01-2020,Every day is a wonderful day for invertebrates! Squidlit is a little platformer that strives to be an exact 1 to 1 recreation of the Game Boy.
The Station,"7,99 €*","• Aventura, Puzle",14-01-2020,Bienvenido a bordo de The Station
Robots under attack!,"0,99 €*","• Arcade, Puzle",14-01-2020,
Curious Cases,"4,99 €3,24 €*","• Aventura, Puzle",14-01-2020,"En esta historia de 3 capítulos, eres una leyenda moderna, el detective Thomas Moore."
Jump Gunners,"9,99 €*","• Acción, Disparos (Shooter)",13-01-2020,Who knew jumping with guns would be this much fun!
Technosphere,"14,99 €*","• Aventura, Plataformas",10-01-2020,Go on a dangerous journey into the heart of asteroid to save humanity from disaster!
Cooking Tycoons - 3 in 1 Bundle,"12,99 €*","• Puzle, Simulación",10-01-2020,¡Los mejores juegos de cocina en una nueva colección!
Extreme Trucks Simulator,"14,99 €1,99 €*",• Simulación,10-01-2020,¡Juega a Extreme Trucks Simulator y conduce maquinaria pesada!
Drunk-Fu: Wasted Masters,"9,99 €*","• Fiesta, Lucha",10-01-2020,"Drunk-Fu: Wasted Masters es un juego de lucha con muñecos ragdoll y físicas ridículas con un estilo de combate superior, multijugador online y personajes personalizables."
Aborigenus,"4,99 €0,99 €*","• Acción, Aventura, Plataformas, Rol (RPG)",10-01-2020,"Adventure-RPG Platformer in a primal world. Choose your class, hunt the aggressive fauna, learn new abilities and fight the enemy army."
AO Tennis 2,"54,99 €5,49 €*","• Deportes, Simulación",09-01-2020,"AO Tennis 2 es la única experiencia de tenis diseñada por y para su comunidad. Crea tus propios tenistas, estadios y partidos legendarios."
140,"4,99 €*","• Acción, Música, Plataformas",09-01-2020,140 is a challenging platformer in an abstract world that moves to the beat of the music.
THOTH,"4,99 €*","• Acción, Arcade, Disparos (Shooter)",09-01-2020,"THOTH is a vibrant, frenetic shooter that will put your coordination to the test, alone or cooperatively with a friend."
Sir Eatsalot,"12,99 €*","• Aventura, Plataformas",09-01-2020,
Arcade Archives EXERION,"6,99 €*","• Arcade, Disparos (Shooter)",09-01-2020,A space wars game that feels set in another dimension!
Pokémon Escudo,"59,99 €*",• Rol (RPG),15-11-2019,"¡Preparaos para explorar la región de Galar y descubrir nuevos Pokémon en Pokémon Escudo, solo para Nintendo Switch!"
Pokémon Espada,"A partir de: 29,99 €*",• Rol (RPG),15-11-2019,"¡Preparaos para explorar la región de Galar y descubrir nuevos Pokémon en Pokémon Espada, solo para Nintendo Switch!"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Nicky - The Home Alone Golf Ball,"3,99 €*","• Aventura, Estrategia, Puzle",07-01-2020,Nicky is a fun and challenging strategy game in which you have to carefully calculate your movements to get to the end of the course.
Planetary Defense Force,"5,99 €*","• Acción, Arcade, Disparos (Shooter), Estrategia",07-01-2020,"Jump into the shoes of an interplanetary defender! Grab weapons, build towers, expand ground economics and protect planets from space invasions."
Blackmoor 2,"4,49 €*","• Acción, Arcade",06-01-2020,"Battle Solo or CO-OP with Friends! Fists, Swords, Magic and Bears. Finish the Quest."
Ultimate Racing 2D,"4,99 €*","• Arcade, Carreras, Deportes",06-01-2020,El mejor juego de carreras con vista cenital.
Invisible Fist,"9,99 €*","• Estrategia, Rol (RPG)",06-01-2020,"Create a billion-dollar startup, try to pay off your student loans or wait in the line for Food Stamps... And fight the Invisible Fist of the Free Market in this Late Capitalism Card Game!"
Brain Training del Dr. Kawashima para Nintendo Switch,"26,99 €*","• Estilo de vida, Salud y forma física",03-01-2020,¡Prepárate para poner a prueba tu cerebro de muchas maneras distintas con Brain Training del Dr. Kawashima para Nintendo Switch!
Arcade Archives Penguin-Kun Wars,"6,99 €*","• Acción, Arcade, Deportes",02-01-2020,Fun ball-throwing action! Who will be smiling triumphantly in the end?
Link-a-Pix Deluxe,"7,99 €*",• Puzle,02-01-2020,El puzle de unir líneas donde cada cuadrícula tiene una imagen escondida en su interior.
LASTFIGHT,"29,99 €*","• Arcade, Lucha",30-12-2019,Los 10 personajes inspirados en el cómic LASTMAN te permitirán jugar en multilocal con hasta 4 jugadores o en solitario con el modo Historia.
JurassicExcite,"5,00 €*","• Acción, Arcade",30-12-2019,A popular dinosaur for kids appears in the game! Let's swell with a simple game that can be enjoyed by the family!
Arcade Archives VS. BALLOON FIGHT,"6,99 €*","• Acción, Arcade",27-12-2019,Float with your balloon and tackle!
Gunma's Ambition -You and me are Gunma-,"8,99 €*","• Acción, Fiesta, Simulación",26-12-2019,Let's change Japan to Gunma. Everyone Gunma.
Roll'd,"1,99 €*","• Acción, Arcade",26-12-2019,"Entra en el mundo de Roll'd, donde el rodar entra en una nueva perspectiva."
Nurse Love Syndrome,"39,99 €*",• Aventura,26-12-2019,"En un Japón, donde el amor femenino es la norma, y una enfermera puede curar a otros con un toque de sus manos, disfrute de la novela visual del amor femenino."
Nurse Love Addiction,"39,99 €*",• Aventura,26-12-2019,"Sigue las aventuras de Asuka Osachi, una chica distraída que se está formando como enfermera en la escuela de enfermería ""Teito Nursing School""."
Akuto: Showdown,"7,99 €0,99 €*","• Acción, Arcade, Fiesta, Lucha",26-12-2019,Challenge your friends to intense swords & guns duels on diorama arenas!
Oniken: Unstoppable Edition & Odallus: The Dark Call Bundle,"19,99 €*","• Acción, Arcade, Aventura, Plataformas",25-12-2019,Un paquete que contiene dos juegos de la vieja escuela imprescindibles del desarrollador JoyMasher
Tamashii,"11,99 €*","• Arcade, Puzle",25-12-2019,Entra en un templo perverso…
8-Ball Pocket,"5,99 €*","• Arcade, Deportes, Simulación",25-12-2019,Disfruta con amigos y familiares de 8-Ball Pocket.
Demon Pit,"9,99 €*","• Acción, Acción en primera persona (FPS), Arcade",25-12-2019,¡El foso te aguarda!
XenoRaptor,"14,99 €*","• Acción, Arcade, Disparos (Shooter)",25-12-2019,Una lluvia de proyectiles con ciberdragones.
Sheep Patrol,"2,49 €0,99 €*",• Puzle,25-12-2019,Take on the role of the shepherd dog and protect cute sheep!
Croc's World 3,"3,99 €*","• Acción, Arcade, Aventura, Plataformas",25-12-2019,
Barbarous: Tavern of Emyr,"7,99 €0,99 €*","• Aventura, Estrategia, Simulación",25-12-2019,"As a fantasy world innkeeper, manage your own tavern, take care of your guests and face the problems of a prematurely retired hero!"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
The Adventures of Elena Temple: Definitive Edition,"3,99 €*","• Acción, Arcade, Plataformas, Puzle",24-12-2019,The definitive pill of nostalgia in the form of a game.
Funny Bunny Adventures,"4,99 €*","• Aventura, Puzle",24-12-2019,Develop quick and logical thinking in a fun way. Highly recommended for children!
Drawngeon: Dungeons of Ink and Paper,"4,99 €*","• Acción, Aventura, Rol (RPG)",24-12-2019,"The Mysterious Tower suddenly appeared, waiting for heroes to beat its challenges. Choose your class and take up the quest in a unique hand-drawn RPG."
Crazy Zen Mini Golf,"4,99 €*","• Arcade, Deportes, Fiesta",23-12-2019,Juego de minigolf divertido y sencillo con un toque de Marble Madness
Roombo: First Blood,"4,99 €*","• Acción, Arcade, Estrategia",23-12-2019,
Princess Maker Go!Go! Princess,"13,99 €*","• Estrategia, Tablero",23-12-2019,"""¡Las hijas de la princesa Maker se reunieron en un solo lugar!"
PRINCESS MAKER -FAERY TALES COME TRUE-,"26,99 €*","• Aventura, Estrategia, Rol (RPG), Simulación",23-12-2019,Un adorable y dulce juego de simulación para criar a una niña que llegó a tu vida para hacer realidad tus sueños.
Deponia Doomsday,"9,99 €*",• Aventura,23-12-2019,"¿Puedes cambiar el destino de Deponia? Lucha contra el tiempo mismo en esta historia repleta de acción, ornitorrincos y diversión a raudales."
Goodbye Deponia,"9,99 €*",• Aventura,23-12-2019,"No uno, ni dos, sino tres Rufuses causarán toda clase de desastres en la tan esperada y divertida aventura gráfica Goodbye Deponia!"
Pulstario,"0,99 €*","• Acción, Arcade, Aventura",23-12-2019,"A small, challenging space game about collecting missing souls in the void."
Regions of Ruin,"9,99 €*","• Acción, Estrategia, Rol (RPG)",23-12-2019,"Ever wonder what would happen if Kingdom met a broad, skill based open world RPG? Welcome to Regions of Ruin."
