Título,Precio,Categoría,Fecha de lanzamiento,Descripción
Aventureros al Tren,"14,99 €*","• Fiesta, Simulación, Tablero",08-08-2024,¡Prepárate para construir tu imperio ferroviario!
Cat Quest: Una Trilogía Miauravillosa,"39,99 €23,99 €*",• Aventura,08-08-2024,Cat Quest: Una trilogía miauravillosa que contiene tres felincreíbles gatoaventuras del universo de Cat Quest!
Medieval Fantasy: Jigsaw Puzzle,"5,99 €*","• Estrategia, Fiesta, Puzle, Simulación",08-08-2024,Un rompecabezas mágico que te sumergirá en la atmósfera de la fantasía medieval.
ESCAPE - BACKROOMS HORROR,"4,99 €*","• Acción, Arcade, Fiesta, Puzle",08-08-2024,Find your way through a disorienting maze as reality distorts and fear grips your mind.
Revue Starlight El Dorado,"23,99 €*","• Aventura, Otros",08-08-2024,"- The vast ocean sings to me, I must go and conquer it- Enjoy the new theatrical experience on Nintendo Switch™!"
PumPum,"19,99 €*","• Otros, Puzle, Tablero",08-08-2024,"¡PumPum es un juego de puzzles hentai muy adictivo, que ofrece a muchas chicas calientes! ¡Cada chica luce sus propias animaciones y gráficos hermosos que te pondrán cachondísimo"
Tactical Strike: Special Forces Shooter,"5,99 €3,59 €*","• Acción, Acción en primera persona (FPS), Disparos (Shooter), Simulación",08-08-2024,"¡Tu misión es eliminar enemigos, liberar rehenes y desactivar bombas para garantizar la seguridad y la paz en un emocionante juego de disparos en primera persona!"
Anime Dance-Off - Party Total,"9,99 €1,99 €*","• Deportes, Fiesta, Música, Otros",08-08-2024,Adéntrate en un universo donde la música y el movimiento chocan en una espectacular experiencia de fiesta para los jugadores de ritmo experimentados y los recién llegados.
Billy Bumbum: A Cheeky Puzzler,"12,99 €*","• Aventura, Puzle",08-08-2024,¿Aguantas las petaduras? ¡El encantador mundo de Billy Bumbum esconde un paraíso de rompecabezas!
EGGCONSOLE ARGUICE NO TSUBASA PC-8801mkIISR,"5,59 €*",• Rol (RPG),08-08-2024,"The King of Arguice fell to the attack of the demonic creatures, leaving the world in ruins. The prince, having somehow survived, sets off on an adventure."
SUSHI Drop,"7,00 €*","• Acción, Fiesta, Puzle, Simulación",08-08-2024,"Deja caer sushi y apílalos! Haz que tu pila de sushi crezca más grande y alta, y apunta a un nuevo récord!"
Gray Dawn,"19,99 €*","• Aventura, Otros, Puzle, Simulación",08-08-2024,Embarca en una aventura aterradora de un cura acusado de matear a un monaguillo.
Color Sense Challenge,"2,49 €*","• Comunicación, Educativo, Fiesta",08-08-2024,Challenge the limits of your color perception!
Spin & Match Puzzle Learn at Once 3 Languages,"2,49 €*","• Educativo, Entrenamiento, Fiesta",08-08-2024,"Learn German, French, and Italian simultaneously! The ultimate time-efficient learning puzzle game"
Love is all around,"12,99 €*","• Estrategia, Simulación",08-08-2024,Simulating Love Story Real-life Full-motion Interactive Video
Sokomage,"4,99 €*","• Aventura, Estrategia, Puzle",08-08-2024,"SokoMage es un nuevo rompecabezas de vista superior que desafiará tu mente al máximo. Golpea las rocas, evita los arbustos y golpea el cristal para llegar al final!"
Train Your Brain! Spot the Difference with Japanese landscapes,"2,49 €*","• Entrenamiento, Fiesta",08-08-2024,Find mistakes in Japanese landscapes! Enjoy brain training while being healed by Japanese landscapes!
Drone Pilot: Extreme Flight Simulator,"4,99 €2,99 €*","• Acción, Arcade, Deportes, Simulación",08-08-2024,Un simulador de drones realista que desafiará tus habilidades de reacción y alerta. ¡Bienvenido a las carreras extremas de drones!
Omochapon,"10,19 €*","• Arcade, Aventura, Plataformas, Puzle",08-08-2024,"Omochapon is a little packet of fun! Drive, Jump, Roll, Glide & Collect all your little capsule toy companions in this wholesome 3D puzzle adventure!"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Kanna Maze,"3,99 €*","• Aventura, Otros, Puzle",08-08-2024,"En un abismo sin dioses, los mundos paralelos se entrelazan como un laberinto. ¿Dónde se encuentra el camino hacia el único universo de la dicha?"
Demon Go!,"2,39 €*","• Acción, Arcade, Otros, Rol (RPG)",08-08-2024,¡Sigue al pequeño demonio en su huida de un infierno demasiado endiablado! ¿Podrá este pequeño demonio vencer los obstáculos y llegar sano y salvo al paraíso gatu
That Time I Got Reincarnated as a Slime ISEKAI Chronicles,"49,99 €*","• Acción, Rol (RPG)",08-08-2024,Experimenta un poco de la vida de Jura Tempest Federation con tus amigos
Delirium,"12,99 €*","• Aventura, Puzle",08-08-2024,Resuelve rompecabezas y explora la delirante casa de Lola y Danny.
VIVIDLOPE,"9,99 €*","• Acción, Arcade, Plataformas, Puzle",08-08-2024,Rapid Gravity Arcade Action! Dash! Spin! Slam! Paint!
Slot & Learn HIRAGANA,"2,49 €*","• Entrenamiento, Puzle",08-08-2024,Discover Popular Beautiful HIRAGANA! Study HIRAGANA Fun with Games
SteamWorld Heist Complete Bundle,"39,99 €19,99 €*","• Acción, Aventura, Estrategia",08-08-2024,Disfruta de esta emocionante saga al completo
SteamWorld Heist II,"29,99 €17,99 €*","• Acción, Aventura, Estrategia",08-08-2024,"¡Apunta, planea y saquea en esta divertidísima aventura Steambot!"
Fate/stay night REMASTERED,"28,99 €23,19 €*","• Aventura, Otros",07-08-2024,Regresa una vez más al inicio de Fate; al origen.
Cattie,"4,99 €*","• Acción, Aventura, Plataformas, Puzle",07-08-2024,¡Ábrete camino a zarpazos con precisión y gracia felinas en una aventura de acción y plataformas al estilo de los clásicos del género!
The Lullaby of Life,"13,49 €*","• Aventura, Música, Puzle",07-08-2024,Toca notas musicales para resolver acertijos basados en la cadencia en un viaje en el que darás vida a seres durmientes.
Skelethrone: The Chronicles of Ericona,"12,49 €*","• Acción, Arcade, Plataformas, Rol (RPG)",07-08-2024,Acción desafiante en 2D con elementos de rol inspirados en juegos tipo soulslike
JALECOlle Famicom Ver. Yokai Club,"7,99 €*",• Acción,07-08-2024,"Introducing ”JALECOlle” a project to release a series of Jaleco's Famicom titles!. The second release is ""Yokai Club""!"
I Want To Go To Mars,"4,99 €*","• Aventura, Educativo, Otros, Puzle",07-08-2024,Una aventura de libro de cuentos divertida y emocionante de señalar y hacer clic a Marte para niños y padres. ¡Adecuado para los jóvenes y los jóvenes de corazón!
Volgarr the Viking II,"19,50 €*","• Acción, Arcade, Aventura, Plataformas",06-08-2024,Juego de acción y plataformas en 2D donde solo la precisión te librará de morir.
The Villainess Is Adored by the Prince of the Neighbor Kingdom,"39,99 €*","• Aventura, Simulación",06-08-2024,The popular novel is now an otome game! Gorgeous voice actors and beautiful illustrations! Original ending events and bonus story ♡
Legend of the Hunter: House of Dragons,"4,90 €*","• Aventura, Comunicación, Educativo",06-08-2024,"En una remota aldea de cazadores de dragones, un niño establece una amistad improbable con un pequeño dragón, desafiando las tradiciones y prejuicios de su comunidad."
Natsu-Mon: 20th Century Summer Kid,"39,99 €*",• Aventura,06-08-2024,Explore the wonder of the Japanese countryside!
The Legend of Dark Witch Episode 2,"9,98 €*","• Acción, Aventura",05-08-2024,"Created by indie games company INSIDE SYSTEM in 2014, The Legend of Dark Witch 2 is a 2D action story sequel to ""The Legend of Dark Witch""."
The Super Robot Bros,"4,90 €*","• Aventura, Educativo, Música",05-08-2024,Conozca esta inspiradora historia de esperanza y el poder del esfuerzo para revivir un mundo perdido. Únase a ECHO en su viaje para descubrir si la Tierra se puede salvar.
Metroplex Zero: Sci-Fi Card Battler,"9,99 €0,99 €*","• Aventura, Estrategia, Puzle, Tablero",04-08-2024,"Choose heroes, craft strategies, and dominate the cyberpunk world."
Supermarket Owner Simulator: Business,"6,99 €1,99 €*","• Acción en primera persona (FPS), Arcade, Rol (RPG), Simulación",03-08-2024,From Tiny Store to Retail Empire Build Your Supermarket Dream
EmyLiveShow: Dangers and Mysteries Tale,"11,99 €*","• Aventura, Otros, Rol (RPG), Simulación",03-08-2024,Embárcate en un RPG de fantasía con cuatro VTubers sensuales en el nuevo juego EmyLiveShow!
Bot Shot,"0,99 €*","• Acción, Arcade, Aventura, Disparos (Shooter)",03-08-2024,Blast Everything!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Plastomorphosis,"8,99 €*","• Aventura, Disparos (Shooter), Puzle",02-08-2024,Horror en 3ª persona con ángulos de cámara fijos y gráficos de estilo retro.
World of Goo 2,"27,99 €*","• Puzle, Simulación",02-08-2024,Ahora con más goo.
Bedrotting,"14,99 €*","• Acción, Acción en primera persona (FPS), Arcade, Aventura",02-08-2024,"In this game, you lie in bed, trying to survive for 20 days. You have to eat, carry about your mental state, and use a bucket as a toilet."
Shopping Mall Girl,"7,99 €0,99 €*","• Aventura, Estilo de vida, Otros, Simulación",02-08-2024,¡Vístete con trajes fabulosos y camina por la pasarela como un profesional!
Otherwar,"5,99 €*","• Acción, Aventura, Estrategia, Lucha",02-08-2024,¡Construye y gestiona fortificaciones para defender la Puerta del Cielo contra las Hordas del Infierno en una sorprendente mezcla de juegos de defensa de torres y disparos infernales!
Cilla,"6,99 €*","• Acción, Arcade, Disparos (Shooter)",02-08-2024,Cilla es una apasionante aventura sobre el desarrollo de la humanidad y la lucha por la supervivencia.
King 'n Knight,"11,99 €*","• Arcade, Aventura, Plataformas",02-08-2024,"Alone or with friends, go fight the darkness and restore peace in the kingdom!"
EvoMon,"9,99 €*","• Arcade, Aventura, Lucha, Rol (RPG)",02-08-2024,"Cuida de las pequeñas criaturas mascota, entrénalas para que se conviertan en las luchadoras definitivas y ¡conviértete en un Campeón EvoMon!"
Aero The Acro-Bat,"5,99 €*","• Acción, Aventura, Plataformas",02-08-2024,¡Ayuda a Aero a rescatar a sus amigos y a su novia para que todo el mundo pueda volver a disfrutar del circo!
Rejoinder - Procedural Roguelite,"4,99 €0,99 €*","• Arcade, Aventura, Plataformas, Rol (RPG)",02-08-2024,"Infinite battle with enemies, survive the horde: play, die and repeat. Discover new weapons and magic as you level up!"
Bare Butt Boxing,"12,49 €*","• Acción, Deportes, Fiesta",01-08-2024,"Boxea sin normas entre álienes y saca del terreno de juego a los demás en BARE BUTT BOXING, un caótico juego de lucha multijugador local o en línea con personajes basados en la física"
MARS 2120,"19,99 €*","• Acción, Aventura, Disparos (Shooter), Plataformas",01-08-2024,Metroidvania con una mezcla de combates cuerpo a cuerpo y a distancia inspirada en los clásicos. ¡Ayuda a Anna «Trece» Charlotte a abrirse camino a través de los secretos de Marte!
Chef Chen,"20,99 €*","• Estrategia, Fiesta, Plataformas",01-08-2024,Chef Chen es un juego de caza y cocina cooperativo para 1-4 jugadores.
Hakuoki: Chronicles of Wind and Blossom,"49,99 €*",• Aventura,01-08-2024,¡Haz florecer un romance legendario a lo largo de dos historias completas y escoge entre numerosas opciones narrativas!
Thank Goodness You're Here!,"17,99 €*","• Aventura, Plataformas",01-08-2024,Explora la estrafalaria ciudad de Barnsworth en este burlón plataformas cómico.
Zumba Marble Blast,"4,99 €*","• Arcade, Disparos (Shooter), Puzle, Tablero",01-08-2024,¡Una emocionante aventura de combinación de colores! Prepárate para abrirte camino a través de 200 niveles vibrantes y desafiantes en Zumba Marble Blast.
Super kawaii! Finding mistakes in panda photos,"2,49 €1,49 €*","• Entrenamiento, Fiesta, Uso práctico",01-08-2024,Find mistakes in cute panda pictures! Enjoy brain training while being healed by pandas!
Broken Roads,"34,99 €*",• Rol (RPG),01-08-2024,"Nacido del amor por los juegos de rol tradicionales para ordenador, Broken Roads presenta una narrativa rica y atractiva en la que los jugadores tendrán que abrirse camino en la Australia desolada del futuro."
Crazy Stars: Sport Climbing,"11,99 €*","• Acción, Arcade, Comunicación, Deportes",01-08-2024,Climb the wall&reach for the top! Join adorable characters on an adventure to reach the highest heights. Play 1P or with up to 4P in innovative&fun climbing game!
Road To Valhalla,"7,99 €*","• Aventura, Carreras, Deportes, Simulación",01-08-2024,¿Estás listo para las hazañas?
Tombi! Special Edition,"19,99 €*","• Acción, Plataformas",01-08-2024,"Tombi! returns in Tombi! Special Edition, the ultimate version of the legendary platforming masterpiece. As the titular Tombi, you leap, bite, and throw your way across stunning 2."
Colección del libro de colorear Acuario,"9,99 €1,99 €*","• Comunicación, Educativo, Estilo de vida",01-08-2024,¡La 3.ª edición de la famosa «colección de libros de colorear» te lleva al acuario! ¡Sumérgete en la colorida vida marina!
Cyborg Force,"9,95 €*","• Acción, Arcade, Disparos (Shooter), Plataformas",01-08-2024,When the Universe is in danger and nukes just don't cut it...
Sugoi Girls: Exotic Egypt,"8,99 €*","• Acción, Otros, Puzle, Uso práctico",01-08-2024,¡Conoce a más de 50 atractivas chicas de anime en este rompecabezas relajante!
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Arcade Archives THE FINAL ROUND,"6,99 €*","• Acción, Arcade, Deportes",01-08-2024,GO ALL THE WAY TO... THE FINAL ROUND
Krosfighter,"9,99 €*","• Acción, Disparos (Shooter), Fiesta",01-08-2024,¿Quién será la última persona en pie? Elige tu personaje entre héroes procedentes de varios universos y juega con tus amigos a este party shooter de coloridos gráficos.
Spark the Electric Jester 3,"22,19 €*","• Acción, Plataformas",01-08-2024,High speed 3D action platformer! Join Spark on his latest adventure.
Farlands Journey,"9,99 €*","• Arcade, Aventura, Plataformas, Puzle",01-08-2024,Juego de plataformas clásico sobre una pequeña bruja luchando contra el mal
Find the cat,"2,49 €1,49 €*","• Entrenamiento, Fiesta, Uso práctico",01-08-2024,Find one different cat among many cats! A brain training game that exercises your blink of an eye by finding cats!
Treasure Hunt on a World Trip,"7,99 €*","• Entrenamiento, Fiesta, Puzle",01-08-2024,¡Vamos a encontrar los objetos secretos escondidos en las fotos de los sitios del Patrimonio Mundial!
Operation: Tango,"16,99 €*","• Aventura, Comunicación, Puzle",01-08-2024,Se necesitan dos para salvar al mundo en esta aventura de espionaje compartida. Forma pareja con un amigo como Agente o Hacker (solo conectados con sus voces) y trabajen juntos para acabar con una amenaza global de tecnología avanzada.
Train Your Brain! Spot the Difference with Animal Kids Photos,"2,49 €1,49 €*","• Educativo, Entrenamiento, Fiesta",01-08-2024,Enjoy Brain Training with Adorable Baby Animals from Kittens and Puppies to Penguins and Seals!
SEVEN DAYS,"34,99 €*",• Aventura,01-08-2024,All the heroines ... are dead. Experience a visual novel with a setup unlike any ever seen before!
SAME BREAK GAME,"2,99 €*","• Otros, Puzle, Tablero",01-08-2024,Operation Deep Sea Creature Capture. A puzzle game you keep catching the same character next to each other.
STAR WARS™: Bounty Hunter™,"19,99 €*","• Acción, Aventura, Disparos (Shooter)",01-08-2024,"Entrega tu presa, viva o muerta."
Trinity Fusion,"19,99 €*","• Acción, Lucha, Plataformas, Rol (RPG)",01-08-2024,¡Toma el control de tus alter ego y embárcate en una misión para salvar el agonizante multiverso en este roguelite de plataformas frenético!
TENSEI,"2,99 €*","• Acción, Otros",01-08-2024,Experimenta el tranquilo paisaje zen y enfréntate a tu propia mente.
Landnama,"13,99 €*","• Estrategia, Tablero",01-08-2024,Enfréntate a la prueba del Peaje Invernal mientras lideras a los primeros clanes vikingos en esta experiencia de supervivencia no violenta y procedimental.
Toy Car Extreme Racing: RC Driver Simulator,"4,99 €*","• Arcade, Carreras, Deportes, Simulación",01-08-2024,¡Carreras arcade con coches de juguete RC a lo largo de emocionantes pistas con amigos! ¡Un corredor nato no quedará indiferente!
Werewolf Goldfish,"5,00 €*","• Acción, Arcade, Comunicación, Fiesta",01-08-2024,¿Cuál pez dorado es el hombre lobo? ¡Encuentra y atrapa al Werewolf Goldfish que se esconde a plena vista!
Death Noodle Delivery,"4,99 €*","• Acción, Arcade, Aventura, Disparos (Shooter)",31-07-2024,Acción Sátira Casual
Summer In Trigue,"14,99 €10,04 €*",• Aventura,31-07-2024,Una novela visual y simulador de citas rebosante de una acalorada intriga veraniega
JALECOlle Famicom Ver. Pinball Quest,"7,99 €*","• Rol (RPG), Tablero",31-07-2024,"Introducing ”JALECOlle Famicom Ver.” a project to release a series of Jaleco's Famicom titles! The first title is ""Pinball Quest""!"
The Little Mermaid: Ariel and the Star Festival,"4,90 €*","• Aventura, Educativo",31-07-2024,"En esta nueva aventura, Ariel deberá activar el Festival de las Estrellas con la ayuda de sus amigos, mientras Morgana intenta detenerlos. ¡Una historia llena de magia y amistad!"
TOKYO CHRONOS & ALTDEUS: Beyond Chronos TWIN PACK,"49,99 €*",• Aventura,31-07-2024,¡El juego premiado en los Famitsu Dengeki Game Awards 2020 llega finalmente a Nintendo Switch™!
Lovely Crush,"4,99 €*","• Otros, Puzle",30-07-2024,"Explora una pequeña historia sobre algunas hermosas chicas gato. Aquí puedes relajarte, olvidar todos tus problemas y disfrutar de un encantador juego de rompecabezas relajante."
The Garden Path,"19,50 €*","• Aventura, Otros, Simulación",30-07-2024,"A slice-of-life sim about the joy of gardening, designed to be picked up and played in short and sweet bites."
Star Galaxy Academy: Princess Legacy,"4,90 €*","• Aventura, Educativo, Música",30-07-2024,"En una galaxia lejana, una joven extraterrestre llamada Lira es aceptada en la prestigiosa Star Academy. Lira y sus amigos deben unirse para proteger su escuela y la paz en la galaxia"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Stick Guys,"2,99 €*","• Acción, Arcade, Estrategia",30-07-2024,Stick Guys es un juego de estrategia para proteger tu castillo de enemigos malvados.
Midnight Collection,"7,99 €*","• Arcade, Deportes, Puzle",30-07-2024,~ Midnight Deluxe + Birthday of Midnight ~
Motorcycles: World Championship,"4,90 €*","• Aventura, Educativo, Música",29-07-2024,Descubre la apasionante aventura de un joven moto en su viaje hacia la gloria en el Gran Campeonato de Wheel City. ¡Acelera con Speedy y experimenta la velocidad como nunca antes!
Animal Hunting 3D,"7,99 €*","• Acción, Simulación",29-07-2024,Are you ready to answer the call of the wild and become the ultimate hunter?
Little Army,"4,99 €*","• Estilo de vida, Estrategia, Simulación, Tablero",28-07-2024,"Little Army: Command, Conquer, and Rule the Insect Kingdom!"
Inflatables,"0,99 €*","• Acción, Arcade, Carreras, Plataformas",27-07-2024,Time to bounce!
Galaxy Mania,"4,99 €*","• Acción, Arcade, Fiesta, Puzle",27-07-2024,¡Manía galáctica! Este cautivador juego de rompecabezas combina la emoción de fusionar cuerpos celestes con el desafío del juego de rompecabezas de acción.
Thief Simulator: Heist Master,"7,99 €*","• Acción, Simulación",27-07-2024,Are you ready to embrace the life of a master thief?
Fit My Dog,"6,99 €*","• Arcade, Estrategia, Puzle, Simulación",26-07-2024,Ayuda a tus amigos perrunos a relajarse después de jugar y a encontrar un lugar perfecto para la siesta.
Cyber Racers: Retro Neon Punk Drift,"9,99 €0,99 €*","• Acción, Aventura, Carreras, Simulación",26-07-2024,"Neon Lights, High Speeds: Unleash Your Inner Racer in Cyber Racers: Retro Neon Punk Drift!"
Golf VS Zombies,"9,99 €*","• Acción, Arcade, Aventura, Deportes",26-07-2024,"Golf VS Zombies mezcla golf, arcade y RPG. ¡Haz un swing y aniquila no-muertos!"
Borderlands Collection: Pandora’s Box,"149,99 €*","• Acción, Acción en primera persona (FPS), Rol (RPG)",26-07-2024,"¡Disfruta de la experiencia completa de Borderlands con esta colección todo en uno, que incluye los seis juegos y todo su contenido adicional en un pack gigante!"
Fantasy Beauties,"19,99 €*","• Arcade, Fiesta, Puzle, Tablero",26-07-2024,Bellezas fantásticas ocultas tras rompecabezas – ¿Te atreves a descubrirlas?
Jewel Fight: Heroes of Legend,"8,99 €*","• Estrategia, Puzle, Rol (RPG)",26-07-2024,¡EMBARCA EN UNA MISIÓN HEROICA!
Faster Than Bolt,"6,99 €*","• Arcade, Deportes, Simulación",26-07-2024,¿Conseguirás ser el más rápido del mundo?
PPA Pickleball Tour 2025,"34,99 €*","• Deportes, Simulación",26-07-2024,¡PPA Pickleball Tour 2025 es el juego de pickleball más avanzado de la historia!
City Takeover,"4,99 €0,99 €*","• Acción, Estrategia, Otros",26-07-2024,¡Crea el mayor ejército de animales y derrota a tus oponentes!
ONE PIECE ODYSSEY DELUXE EDITION,"59,99 €*",• Rol (RPG),26-07-2024,Vive tu próxima aventura de One Piece en cualquier momento y lugar
Battle Axe & Final Vendetta Bundle,"44,99 €*","• Acción, Arcade, Lucha",26-07-2024,"Battle Axe: Battle Axe es un arcade hack & slash de perspectiva cenital con maravillosos gráficos del veterano artista del pixel art Henk Nieborg, fiel a la mecánica del juego, y con música de la legendaria Manami Matsumae."
Aooni,"9,00 €*","• Acción, Aventura, Rol (RPG)",26-07-2024,"[This is the origin of ""Blue Tragedy""] The legendary horror game ""Ao Oni"" is now available on Nintendo Switch™!"
Sportitions’24,"7,99 €*","• Acción, Deportes, Fiesta",26-07-2024,"Sportitions’24 es un juego con gráficos cool para entretener a toda la familia y amigos, fomentando la superación y competitividad deportiva de divertidas pruebas atléticas."
HELLPIT 3D PLATFORMER,"4,99 €*","• Arcade, Estrategia, Fiesta, Plataformas",26-07-2024,"Unique Traps, Endless Challenges – Survive in the HELLPIT!"
Babba Yagga: Woodboy,"15,99 €4,79 €*","• Acción, Acción en primera persona (FPS), Arcade, Aventura",26-07-2024,"BABA YAGA is a horror game, where you play as a wooden boy who needs to bring sleeping herbs for his mum, but on the way, he meets the BABA YAGA! After that everything becomes more brutal and scary."
Steel Racer,"4,99 €*","• Arcade, Carreras, Deportes",26-07-2024,Revoluciona el motor y disfruta de las carreras clásicas de coches al más puro estilo arcade de la vieja escuela
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
Arranger: A Role-Puzzling Adventure,"17,99 €*","• Aventura, Puzle",25-07-2024,Forja tu camino en un mundo lleno de puzles complejos y alegres mientras emprendes un viaje de autodescubrimiento.
Tokyo Xanadu eX+,"49,99 €*","• Acción, Rol (RPG)",25-07-2024,"Hace 10 años, un tremendo terremoto destruyó Tokio y cambió para siempre la vida de sus habitantes."
Speed Overflow,"11,99 €5,99 €*","• Acción, Aventura, Estrategia, Rol (RPG)",25-07-2024,"Juego rogue-like innovador. ¡La velocidad es tu arma! Todo lo que necesitas hacer es ""Impulsarte"" y ""Estallar"", para ""destrozar"" a los enemigos a tu manera."
Some Some Convenience Store,"23,16 €*","• Aventura, Estrategia, Otros, Simulación",25-07-2024,¡Bienvenidos a la tienda donde surge el verdadero amor!
Hombre Exhausto,"9,99 €*","• Acción, Simulación",25-07-2024,"Estás tan exhausto que sólo puedes gatear, pero aún así te niegas a dormir."
Abathor,"14,99 €*","• Acción, Arcade, Aventura",25-07-2024,Abathor es un arcade de acción y plataformas 2D hasta 4 jugadores.
Hidden Cats in Rome,"3,99 €2,39 €*","• Aventura, Otros, Puzle, Tablero",25-07-2024,¡Miaumma mia! ¡La magnánima ciudad de Roma está repleta de gatos!
Harvest Days,"19,99 €*","• Aventura, Simulación",25-07-2024,La granja de tus sueños te espera
Daydream: Forgotten Sorrow,"19,99 €*","• Aventura, Plataformas, Puzle",25-07-2024,"El pequeño Griffin se encuentra atrapado en un mundo desconocido y hostil con la única ayuda de su amigo Birly, un osito de peluche."
How To Draw,"2,99 €*","• Educativo, Estilo de vida",25-07-2024,"Discover your talent as an illustrator! This beginner game teaches you how to draw step by step with easy tutorials, varied themes and digital tools."
Escape Fear 2: Hide And Seek Horror,"4,99 €*","• Acción, Arcade, Aventura, Puzle",25-07-2024,Continuation of the horror puzzle game in which the player needs to escape from an abandoned house from a maniac - a real escape simulator is back!
SANBANSEN PLUS,"3,00 €*","• Acción, Aventura, Estrategia, Simulación",25-07-2024,"If something strange happens, go back to the opposite path!The latest installment in the ""Nibansen"" series, ""Sanbansen Plus,"" is now easier to play!"
Colección del libro de colorear Museo de dinosaurios,"9,99 €*","• Educativo, Estilo de vida, Simulación",25-07-2024,¡Colorea feroces e increíbles dinosaurios! ¡Quinto entrega de la colección de libros de colorear!
Doodle Hunt: Search Hidden Items,"3,99 €0,99 €*","• Aventura, Estilo de vida, Otros, Puzle",25-07-2024,"""Doodle Hunt"" es un juego de búsqueda en paisajes urbanos dibujados a mano. Explora mapas, encuentra objetos ocultos y ¡mira cómo cobran vida en color!"
Space Crew & Bomber Crew Bundle,"29,99 €*","• Acción, Aventura",25-07-2024,"Esto es Space Crew: Edición legendaria, ¡un juego de simulación, supervivencia y estrategia para un solo jugador con una dificultad legendaria! Eres el capitán de una nave espacial de la Unidad de Fuerza y Defensa Espacial."
Lote Sherlock Holmes: Los misterios más tenebrosos,"39,99 €9,99 €*","• Acción, Aventura, Otros, Puzle",25-07-2024,Tu cordura es el precio a pagar a cambio de la verdad.
Spot The Difference Anime Edition,"8,99 €*","• Arcade, Puzle",25-07-2024,"Introducing Spot The Difference Anime Edition, brought to you by the original creators of the globally renowned Spot The Difference amusement machine game."
Pair Horror,"12,00 €*","• Acción, Arcade, Comunicación, Puzle",25-07-2024,Nada da miedo cuando trabajamos juntos! ¡Únanse y completen una variedad de juegos!
Astoria: Fate's Kiss,"29,99 €*",• Aventura,25-07-2024,Just one kiss will change the fate of Olympus forever.
"Puppy Cars: Juegos para niños, Aventuras y carreras con animales","14,99 €*","• Aventura, Carreras, Educativo, Simulación",25-07-2024,"Crea coches locos, explora Puppy Town y vive aventuras increíbles. Un juego seguro y divertido para niños."
Ringlorn Saga,"9,99 €*","• Acción, Aventura, Rol (RPG)",25-07-2024,Ringlorn Saga es un RPG de aventuras inspirado en los clásicos japoneses de PC.
Hollow Cocoon,"11,99 €*","• Acción, Aventura",25-07-2024,"Enjaulado en un capullo, el gusano de seda suena su ultimo sueno"".Explora el Japon de los anos 80 y descubre la verdad que te aguarda mientras soportas el horror..."
Seven Nights Ghost,"11,79 €*",• Aventura,25-07-2024,"""Peaceful days full of curses"" A heartwarming horror game about exploring in a mysterious company housing and living with a ghost for 7 days."
Voice Mimicry Show,"5,00 €*",• Fiesta,25-07-2024,"Try to imitate the sound by ""voice""! The more similar the sound, the higher the score!"
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
,,,Fecha no disponible,
Título no disponible,Precio no disponible,Categoría no disponible,Fecha no disponible,Descripción no disponible
100 Puertas: Escape del Trabajo,"8,99 €*","• Aventura, Otros, Puzle",25-07-2024,"Si trabajar ya es un reto, ¡escapar del trabajo lo es más!"
Mists of Noyah,"9,99 €*","• Acción, Aventura, Plataformas, Rol (RPG)",25-07-2024,"Caza durante el día, sé cazado durante la noche"
Looped: Love at first sight,"5,89 €*","• Acción, Puzle",25-07-2024,"""Looped"" es una breve historia interactiva contada a través de animación dibujada a mano. Guía a Él y a Ella a través de los capítulos de su historia resolviendo pacíficos mini-puzles y encu"
There's no Socks,"6,99 €3,49 €*","• Otros, Puzle",25-07-2024,Have you ever struggled to find the second sock? That's because there's no socks!
Arcade Archives VS. THE ADVENTURE OF VALKYRIE : The Legend of the Key of Time,"6,99 €*","• Arcade, Rol (RPG)",25-07-2024,"Defeat ZOUNA, the incarnation of evil, and restore peace!"
Monument: Invasion,"9,99 €1,00 €*","• Acción, Acción en primera persona (FPS), Disparos (Shooter)",25-07-2024,Juego de tirador en primera persona de la vieja escuela
BANDIDOS ESTRATÉGICOS,"11,99 €*","• Acción, Arcade, Disparos (Shooter)",25-07-2024,"Sumérgete de cabeza en el caos de un mundo devastado, donde la supervivencia equivale al arte de combatir y engañar a tus adversarios."
Agent Walker: Secret Journey,"14,99 €*","• Aventura, Puzle",25-07-2024,¡Encuentra la lanza del destino y salva el mundo!
